INDIKATOR_ID;INDIKATOR_NAME;EINHEIT_LANG;QUELLE;BESCHREIBUNG;
373;Leerwohnungsquote [%];Prozent;BFS, Leerwohnungszählung;Leerstehende Wohnungen am 1. Juni des Erhebungsjahres, gemessen am Wohnungsbestand;
