"Date";"D0";"D1";"Value"
"2008";"MH";"TP1";"95.14270709"
"2008";"MH";"TP2";"91.1907632"
"2008";"MH";"TP";"91.4773223"
"2008";"MW";"AP";"128.93638687"
"2008";"BF";"AP";"107.98808397"
"2008";"GF";"AP";"108.73736901"
"2008";"VF";"AP";"107.41327067"
"2009";"EW";"TP3";
"2009";"EW";"TP1";"145.67397588"
"2009";"EW";"TP2";"131.57985005"
"2009";"EW";"AP";"144.21147831"
"2009";"EW";"TP";"144.46307321"
"2009";"EH";"TP3";
"2009";"EH";"TP1";"130.29809233"
"2009";"EH";"TP2";"127.54549574"
"2009";"EH";"AP";"128.2039769"
"2009";"EH";"TP";"128.75702406"
"2009";"MH";"TP1";"97.12833264"
"2009";"MH";"TP2";"97.50244858"
"2009";"MH";"TP";"96.52323388"
"2009";"MW";"AP";"133.51037939"
"2009";"BF";"AP";"112.26528379"
"2009";"GF";"AP";"100.33725611"
"2009";"VF";"AP";"111.04809232"
"2010";"EW";"TP3";
"2010";"EW";"TP1";"162.77182899"
"2010";"EW";"TP2";"132.18993483"
"2010";"EW";"AP";"151.71707213"
"2010";"EW";"TP";"152.82966"
"2010";"EH";"TP3";
"2010";"EH";"TP1";"141.94079378"
"2010";"EH";"TP2";"127.9366518"
"2010";"EH";"AP";"134.17460342"
"2010";"EH";"TP";"132.27160018"
"2010";"MH";"TP1";"100"
"2010";"MH";"TP2";"100"
"2010";"MH";"TP";"100"
"2010";"MW";"AP";"135.83112487"
"2010";"BF";"AP";"112.42685334"
"2010";"GF";"AP";"104.13962616"
"2010";"VF";"AP";"113.71324864"
"2011";"EW";"TP3";
"2011";"EW";"TP1";"170.04505002"
"2011";"EW";"TP2";"138.46939776"
"2011";"EW";"AP";"159.03063978"
"2011";"EW";"TP";"166.04687565"
"2011";"EH";"TP3";
"2011";"EH";"TP1";"148.3884229"
"2011";"EH";"TP2";"134.05919813"
"2011";"EH";"AP";"139.67831624"
"2011";"EH";"TP";"140.70452325"
"2011";"MH";"TP1";"102.4004853"
"2011";"MH";"TP2";"106.28098395"
"2011";"MH";"TP";"105.51811381"
"2011";"MW";"AP";"139.68105526"
"2011";"BF";"AP";"110.79922351"
"2011";"GF";"AP";"103.74209265"
"2011";"VF";"AP";"114.67909759"
"2012";"EW";"TP3";
"2012";"EW";"TP1";"180.3215777"
"2012";"EW";"TP2";"154.90272946"
"2012";"EW";"AP";"167.19507831"
"2012";"EW";"TP";"177.1709119"
"2012";"EH";"TP3";
"2012";"EH";"TP1";"153.4871135"
"2012";"EH";"TP2";"150.48059723"
"2012";"EH";"AP";"144.90535193"
"2012";"EH";"TP";"147.5053974"
"2012";"MH";"TP1";"114.42224364"
"2012";"MH";"TP2";"113.87402999"
"2012";"MH";"TP";"110.04111322"
"2012";"MW";"AP";"143.98271113"
"2012";"BF";"AP";"116.28200616"
"2012";"GF";"AP";"105.37239383"
"2012";"VF";"AP";"121.86439733"
"2013";"EW";"TP3";
"2013";"EW";"TP1";"199.08608631"
"2013";"EW";"TP2";"165.60493948"
"2013";"EW";"AP";"172.78242509"
"2013";"EW";"TP";"186.08313318"
"2013";"EH";"TP3";
"2013";"EH";"TP1";"164.92055975"
"2013";"EH";"TP2";"155.63717891"
"2013";"EH";"AP";"151.64762517"
"2013";"EH";"TP";"151.9031529"
"2013";"MH";"TP1";"121.77362652"
"2013";"MH";"TP2";"119.44925789"
"2013";"MH";"TP";"114.27702894"
"2013";"MW";"AP";"148.14929056"
"2013";"BF";"AP";"122.51275285"
"2013";"GF";"AP";"107.52959501"
"2013";"VF";"AP";"123.62355801"
"2014";"EW";"TP3";
"2014";"EW";"TP1";"206.51691948"
"2014";"EW";"TP2";"170.51011908"
"2014";"EW";"AP";"176.65709531"
"2014";"EW";"TP";"190.96324682"
"2014";"EH";"TP3";
"2014";"EH";"TP1";"168.89667042"
"2014";"EH";"TP2";"159.49626732"
"2014";"EH";"AP";"153.60614435"
"2014";"EH";"TP";"156.03916846"
"2014";"MH";"TP1";"124.45887262"
"2014";"MH";"TP2";"125.14503127"
"2014";"MH";"TP";"122.00007088"
"2014";"MW";"AP";"151.39978315"
"2014";"BF";"AP";"122.76661961"
"2014";"GF";"AP";"107.44536654"
"2014";"VF";"AP";"119.59058144"
"2015";"EW";"TP3";
"2015";"EW";"TP1";"208.54236145"
"2015";"EW";"TP2";"172.84020189"
"2015";"EW";"AP";"179.37668932"
"2015";"EW";"TP";"194.22829135"
"2015";"EH";"TP3";
"2015";"EH";"TP1";"172.4943298"
"2015";"EH";"TP2";"161.88613543"
