"Date";"D0";"Value"
"2014-11-26";"H0";"0.006122"
"2014-11-26";"H6";"-0.0078"
"2014-11-26";"H7";"-0.0041"
"2014-11-26";"H8";"-0.0144"
"2014-11-26";"H1";"0.01"
"2014-11-26";"H2";"-0.046666"
"2014-11-26";"H3";"-0.04"
"2014-11-26";"H4";"-0.032"
"2014-11-26";"H5";"0.04"
"2014-11-27";"H0";"0.01058"
"2014-11-27";"H6";"-0.0068"
"2014-11-27";"H7";"-0.0039"
"2014-11-27";"H8";"-0.0143"
"2014-11-27";"H1";"0.025"
"2014-11-27";"H2";"-0.02"
"2014-11-27";"H3";"-0.0375"
"2014-11-27";"H4";
"2014-11-27";"H5";
"2014-11-28";"H0";"-0.015032"
"2014-11-28";"H6";"-0.0047"
"2014-11-28";"H7";"-0.0046"
"2014-11-28";"H8";"-0.0142"
"2014-11-28";"H1";"0.03"
"2014-11-28";"H2";"-0.037"
"2014-11-28";"H3";"-0.035"
"2014-11-28";"H4";
"2014-11-28";"H5";
"2014-12-01";"H0";"0.001775"
"2014-12-01";"H6";"-0.0045"
"2014-12-01";"H7";"-0.0045"
"2014-12-01";"H8";"-0.0142"
"2014-12-01";"H1";"0.020909"
"2014-12-01";"H2";"-0.024427"
"2014-12-01";"H3";"-0.035"
"2014-12-01";"H4";"0"
"2014-12-01";"H5";
"2014-12-02";"H0";"-0.001461"
"2014-12-02";"H6";"-0.0044"
"2014-12-02";"H7";"-0.0045"
"2014-12-02";"H8";"-0.0141"
"2014-12-02";"H1";"0.02"
"2014-12-02";"H2";"0.005203"
"2014-12-02";"H3";"-0.026334"
"2014-12-02";"H4";"-0.014"
"2014-12-02";"H5";"0.03"
"2014-12-03";"H0";"-0.003792"
"2014-12-03";"H6";"-0.0044"
"2014-12-03";"H7";"-0.0047"
"2014-12-03";"H8";"-0.014"
"2014-12-03";"H1";"0.016364"
"2014-12-03";"H2";"-0.008833"
"2014-12-03";"H3";"-0.03625"
"2014-12-03";"H4";
"2014-12-03";"H5";
"2014-12-04";"H0";"0.007964"
"2014-12-04";"H6";"-0.0038"
"2014-12-04";"H7";"-0.0046"
"2014-12-04";"H8";"-0.0139"
"2014-12-04";"H1";"0.023096"
"2014-12-04";"H2";"0.01087"
"2014-12-04";"H3";"-0.0375"
"2014-12-04";"H4";"0"
"2014-12-04";"H5";
"2014-12-05";"H0";"-0.00215"
"2014-12-05";"H6";"-0.0038"
"2014-12-05";"H7";"-0.0048"
"2014-12-05";"H8";"-0.0138"
"2014-12-05";"H1";"0.025348"
"2014-12-05";"H2";"-0.041053"
"2014-12-05";"H3";"-0.028"
"2014-12-05";"H4";
"2014-12-05";"H5";"0.05"
"2014-12-08";"H0";"0.000282"
"2014-12-08";"H6";"-0.0036"
"2014-12-08";"H7";"-0.0048"
"2014-12-08";"H8";"-0.0137"
"2014-12-08";"H1";"-0.00225"
"2014-12-08";"H2";"-0.008501"
"2014-12-08";"H3";"-0.035"
"2014-12-08";"H4";"-0.01"
"2014-12-08";"H5";"0.05"
"2014-12-09";"H0";"0.001829"
"2014-12-09";"H6";"-0.0045"
"2014-12-09";"H7";"-0.0046"
"2014-12-09";"H8";"-0.0137"
"2014-12-09";"H1";"0.000569"
"2014-12-09";"H2";"-0.033"
"2014-12-09";"H3";"-0.03375"
"2014-12-09";"H4";"-0.02"
"2014-12-09";"H5";
"2014-12-10";"H0";"-0.007452"
"2014-12-10";"H6";"-0.004"
"2014-12-10";"H7";"-0.0046"
"2014-12-10";"H8";"-0.0137"
"2014-12-10";"H1";"-0.004343"
"2014-12-10";"H2";"-0.029259"
"2014-12-10";"H3";"-0.038"
"2014-12-10";"H4";
"2014-12-10";"H5";"0.05"
"2014-12-11";"H0";"-0.017082"
"2014-12-11";"H6";"-0.0039"
"2014-12-11";"H7";"-0.0047"
"2014-12-11";"H8";"-0.0137"
"2014-12-11";"H1";"0.02125"
"2014-12-11";"H2";"0"
"2014-12-11";"H3";"-0.04"
"2014-12-11";"H4";"-0.02"
"2014-12-11";"H5";
"2014-12-12";"H0";"-0.004963"
"2014-12-12";"H6";"-0.0035"
"2014-12-12";"H7";"-0.0046"
"2014-12-12";"H8";"-0.0136"
"2014-12-12";"H1";"0.021765"
"2014-12-12";"H2";"-0.042"
"2014-12-12";"H3";"-0.026667"
"2014-12-12";"H4";"0.017465"
"2014-12-12";"H5";
"2014-12-15";"H0";"-0.013797"
"2014-12-15";"H6";"-0.0043"
"2014-12-15";"H7";"-0.0047"
"2014-12-15";"H8";"-0.0135"
"2014-12-15";"H1";"0.022308"
"2014-12-15";"H2";"-0.017"
"2014-12-15";"H3";"-0.038333"
"2014-12-15";"H4";"-0.005001"
"2014-12-15";"H5";"0.05"
"2014-12-16";"H0";"-0.00069"
"2014-12-16";"H6";"-0.0042"
"2014-12-16";"H7";"-0.0046"
"2014-12-16";"H8";"-0.0135"
"2014-12-16";"H1";"0.025556"
"2014-12-16";"H2";"-0.016129"
"2014-12-16";"H3";
"2014-12-16";"H4";
"2014-12-16";"H5";"0.03"
"2014-12-17";"H0";"0.000599"
"2014-12-17";"H6";"-0.0039"
"2014-12-17";"H7";"-0.0043"
"2014-12-17";"H8";"-0.0134"
"2014-12-17";"H1";"0.027"
"2014-12-17";"H2";"-0.01"
"2014-12-17";"H3";
"2014-12-17";"H4";"-0.02"
"2014-12-17";"H5";
"2014-12-18";"H0";"0.009047"
"2014-12-18";"H6";"-0.0036"
"2014-12-18";"H7";"-0.004"
"2014-12-18";"H8";"-0.0133"
"2014-12-18";"H1";
"2014-12-18";"H2";"0.02"
"2014-12-18";"H3";
"2014-12-18";"H4";"0.02"
"2014-12-18";"H5";"0.031875"
"2014-12-19";"H0";"-0.002817"
"2014-12-19";"H6";"-0.0035"
"2014-12-19";"H7";"-0.0043"
"2014-12-19";"H8";"-0.0132"
"2014-12-19";"H1";"0.028333"
"2014-12-19";"H2";"0.016667"
"2014-12-19";"H3";"0.025"
"2014-12-19";"H4";
"2014-12-19";"H5";"0.03"
"2014-12-22";"H0";"-0.005813"
"2014-12-22";"H6";"-0.0035"
"2014-12-22";"H7";"-0.0042"
"2014-12-22";"H8";"-0.0131"
"2014-12-22";"H1";
"2014-12-22";"H2";"0.017143"
"2014-12-22";"H3";
"2014-12-22";"H4";"0.02"
"2014-12-22";"H5";
"2014-12-23";"H0";"-0.009091"
"2014-12-23";"H6";"-0.0034"
"2014-12-23";"H7";"-0.0042"
"2014-12-23";"H8";"-0.0131"
"2014-12-23";"H1";"0.01"
"2014-12-23";"H2";"0.03"
"2014-12-23";"H3";"0.037143"
"2014-12-23";"H4";
"2014-12-23";"H5";
"2014-12-24";"H0";"-0.005918"
"2014-12-24";"H6";"-0.0038"
"2014-12-24";"H7";"-0.0042"
"2014-12-24";"H8";"-0.013"
"2014-12-24";"H1";"0.01"
"2014-12-24";"H2";"0.03"
"2014-12-24";"H3";"0.037143"
"2014-12-24";"H4";"0.02"
"2014-12-24";"H5";
"2014-12-25";"H0";
"2014-12-25";"H6";
"2014-12-25";"H7";
"2014-12-25";"H8";
"2014-12-25";"H1";
"2014-12-25";"H2";
"2014-12-25";"H3";
"2014-12-25";"H4";
"2014-12-25";"H5";
"2014-12-26";"H0";
"2014-12-26";"H6";
"2014-12-26";"H7";
"2014-12-26";"H8";
"2014-12-26";"H1";
"2014-12-26";"H2";
"2014-12-26";"H3";
"2014-12-26";"H4";
"2014-12-26";"H5";
"2014-12-29";"H0";"0.000235"
"2014-12-29";"H6";"-0.0044"
"2014-12-29";"H7";"-0.0042"
"2014-12-29";"H8";"-0.0129"
"2014-12-29";"H1";
"2014-12-29";"H2";"0.01"
"2014-12-29";"H3";"0.02"
"2014-12-29";"H4";
"2014-12-29";"H5";
"2014-12-30";"H0";"-0.014656"
"2014-12-30";"H6";"-0.0047"
"2014-12-30";"H7";"-0.0043"
"2014-12-30";"H8";"-0.0128"
"2014-12-30";"H1";"0.02"
"2014-12-30";"H2";"0"
"2014-12-30";"H3";
"2014-12-30";"H4";
"2014-12-30";"H5";
"2014-12-31";"H0";"0.003368"
"2014-12-31";"H6";"-0.0029"
"2014-12-31";"H7";"-0.004"
"2014-12-31";"H8";"-0.0126"
"2014-12-31";"H1";"0.02"
"2014-12-31";"H2";
"2014-12-31";"H3";"0.005715"
"2014-12-31";"H4";
"2014-12-31";"H5";
"2015-01-01";"H0";
"2015-01-01";"H6";
"2015-01-01";"H7";
"2015-01-01";"H8";
"2015-01-01";"H1";
"2015-01-01";"H2";
"2015-01-01";"H3";
"2015-01-01";"H4";
"2015-01-01";"H5";
"2015-01-02";"H0";
"2015-01-02";"H6";
"2015-01-02";"H7";
"2015-01-02";"H8";
"2015-01-02";"H1";
"2015-01-02";"H2";
"2015-01-02";"H3";
"2015-01-02";"H4";
"2015-01-02";"H5";
"2015-01-05";"H0";"-0.027237"
"2015-01-05";"H6";"-0.0039"
"2015-01-05";"H7";"-0.004"
"2015-01-05";"H8";"-0.0127"
"2015-01-05";"H1";
"2015-01-05";"H2";"0.01"
"2015-01-05";"H3";
"2015-01-05";"H4";"0.05"
"2015-01-05";"H5";
"2015-01-06";"H0";"-0.027533"
"2015-01-06";"H6";"-0.0047"
"2015-01-06";"H7";"-0.0043"
"2015-01-06";"H8";"-0.0127"
"2015-01-06";"H1";"0.022"
"2015-01-06";"H2";
"2015-01-06";"H3";
"2015-01-06";"H4";"-0.05"
"2015-01-06";"H5";
"2015-01-07";"H0";"-0.031233"
"2015-01-07";"H6";"-0.0058"
"2015-01-07";"H7";"-0.0047"
"2015-01-07";"H8";"-0.0128"
"2015-01-07";"H1";"0.026"
"2015-01-07";"H2";
"2015-01-07";"H3";
"2015-01-07";"H4";"-0.0375"
"2015-01-07";"H5";
"2015-01-08";"H0";"-0.019287"
"2015-01-08";"H6";"-0.0064"
"2015-01-08";"H7";"-0.0049"
"2015-01-08";"H8";"-0.0128"
"2015-01-08";"H1";"0.02"
"2015-01-08";"H2";
"2015-01-08";"H3";
"2015-01-08";"H4";"-0.07"
"2015-01-08";"H5";
"2015-01-09";"H0";"-0.017245"
"2015-01-09";"H6";"-0.0076"
"2015-01-09";"H7";"-0.0055"
"2015-01-09";"H8";"-0.0129"
"2015-01-09";"H1";"0.018182"
"2015-01-09";"H2";
"2015-01-09";"H3";
"2015-01-09";"H4";"-0.08"
"2015-01-09";"H5";
"2015-01-12";"H0";"-0.020395"
"2015-01-12";"H6";"-0.0077"
"2015-01-12";"H7";"-0.0063"
"2015-01-12";"H8";"-0.0129"
"2015-01-12";"H1";"0.022"
"2015-01-12";"H2";"0.01"
"2015-01-12";"H3";
"2015-01-12";"H4";"-0.11"
"2015-01-12";"H5";
"2015-01-13";"H0";"-0.028323"
"2015-01-13";"H6";"-0.0084"
"2015-01-13";"H7";"-0.0067"
"2015-01-13";"H8";"-0.0128"
"2015-01-13";"H1";"0.02"
"2015-01-13";"H2";
"2015-01-13";"H3";
"2015-01-13";"H4";"-0.114706"
"2015-01-13";"H5";
"2015-01-14";"H0";"-0.029439"
"2015-01-14";"H6";"-0.0094"
"2015-01-14";"H7";"-0.0071"
"2015-01-14";"H8";"-0.0129"
"2015-01-14";"H1";
"2015-01-14";"H2";"0.01"
"2015-01-14";"H3";
"2015-01-14";"H4";"-0.131482"
"2015-01-14";"H5";
"2015-01-15";"H0";"-0.027674"
"2015-01-15";"H6";"-0.0098"
"2015-01-15";"H7";"-0.0074"
"2015-01-15";"H8";"-0.0129"
"2015-01-15";"H1";
"2015-01-15";"H2";
"2015-01-15";"H3";
"2015-01-15";"H4";"-0.12"
"2015-01-15";"H5";"0"
"2015-01-16";"H0";"-0.0365"
"2015-01-16";"H6";"-0.0129"
"2015-01-16";"H7";"-0.0084"
"2015-01-16";"H8";"-0.0131"
"2015-01-16";"H1";
"2015-01-16";"H2";
"2015-01-16";"H3";
"2015-01-16";"H4";"-0.2"
"2015-01-16";"H5";
"2015-01-19";"H0";"-0.042709"
"2015-01-19";"H6";"-0.0145"
"2015-01-19";"H7";"-0.0093"
"2015-01-19";"H8";"-0.0133"
"2015-01-19";"H1";
"2015-01-19";"H2";"-0.14"
"2015-01-19";"H3";
"2015-01-19";"H4";
"2015-01-19";"H5";
"2015-01-20";"H0";"-0.066098"
"2015-01-20";"H6";"-0.0161"
"2015-01-20";"H7";"-0.01"
"2015-01-20";"H8";"-0.0134"
"2015-01-20";"H1";
"2015-01-20";"H2";
"2015-01-20";"H3";
"2015-01-20";"H4";"-0.4"
"2015-01-20";"H5";
"2015-01-21";"H0";"-0.086836"
"2015-01-21";"H6";"-0.0197"
"2015-01-21";"H7";"-0.0109"
"2015-01-21";"H8";"-0.0136"
"2015-01-21";"H1";"-0.4"
"2015-01-21";"H2";"-0.642857"
"2015-01-21";"H3";
"2015-01-21";"H4";
"2015-01-21";"H5";
"2015-01-22";"H0";"-1.546207"
"2015-01-22";"H6";"-0.0694"
"2015-01-22";"H7";"-0.0277"
"2015-01-22";"H8";"-0.0191"
"2015-01-22";"H1";"-1.692999"
"2015-01-22";"H2";"-1.525"
"2015-01-22";"H3";"-0.75"
"2015-01-22";"H4";
"2015-01-22";"H5";
"2015-01-23";"H0";"-1.693478"
"2015-01-23";"H6";"-0.2188"
"2015-01-23";"H7";"-0.0811"
"2015-01-23";"H8";"-0.0373"
"2015-01-23";"H1";"-0.75"
"2015-01-23";"H2";"-1.432354"
"2015-01-23";"H3";
"2015-01-23";"H4";
"2015-01-23";"H5";"-0.6"
"2015-01-26";"H0";"-0.726632"
"2015-01-26";"H6";"-0.2338"
"2015-01-26";"H7";"-0.0901"
"2015-01-26";"H8";"-0.0398"
"2015-01-26";"H1";"-1.034116"
"2015-01-26";"H2";"-1.2625"
"2015-01-26";"H3";
"2015-01-26";"H4";
"2015-01-26";"H5";
"2015-01-27";"H0";"-0.755313"
"2015-01-27";"H6";"-0.2487"
"2015-01-27";"H7";"-0.0982"
"2015-01-27";"H8";"-0.0426"
"2015-01-27";"H1";"-0.809128"
"2015-01-27";"H2";"-0.5"
"2015-01-27";"H3";"-0.743939"
"2015-01-27";"H4";"-0.65"
"2015-01-27";"H5";"-0.65"
"2015-01-28";"H0";"-0.748131"
"2015-01-28";"H6";"-0.3039"
"2015-01-28";"H7";"-0.1061"
"2015-01-28";"H8";"-0.0453"
"2015-01-28";"H1";"-0.739586"
"2015-01-28";"H2";"-0.735714"
"2015-01-28";"H3";"-0.67"
"2015-01-28";"H4";
"2015-01-28";"H5";
"2015-01-29";"H0";"-0.697963"
"2015-01-29";"H6";"-0.3368"
"2015-01-29";"H7";"-0.1148"
"2015-01-29";"H8";"-0.0478"
"2015-01-29";"H1";"-0.706669"
"2015-01-29";"H2";"-0.786363"
"2015-01-29";"H3";"-0.75"
"2015-01-29";"H4";"-0.8125"
"2015-01-29";"H5";
"2015-01-30";"H0";"-0.678498"
"2015-01-30";"H6";"-0.4342"
"2015-01-30";"H7";"-0.1361"
"2015-01-30";"H8";"-0.0547"
"2015-01-30";"H1";"-0.681427"
"2015-01-30";"H2";"-0.772727"
"2015-01-30";"H3";"-0.788889"
"2015-01-30";"H4";"-0.735714"
"2015-01-30";"H5";
"2015-02-02";"H0";"-0.675273"
"2015-02-02";"H6";"-0.4425"
"2015-02-02";"H7";"-0.1419"
"2015-02-02";"H8";"-0.0569"
"2015-02-02";"H1";"-0.742944"
"2015-02-02";"H2";"-0.839286"
"2015-02-02";"H3";
"2015-02-02";"H4";"-0.7"
"2015-02-02";"H5";"-0.7"
"2015-02-03";"H0";"-0.702567"
"2015-02-03";"H6";"-0.4511"
"2015-02-03";"H7";"-0.1495"
"2015-02-03";"H8";"-0.0592"
"2015-02-03";"H1";"-0.738071"
"2015-02-03";"H2";"-0.799091"
"2015-02-03";"H3";
"2015-02-03";"H4";"-0.95"
"2015-02-03";"H5";"-0.65"
"2015-02-04";"H0";"-0.721958"
"2015-02-04";"H6";"-0.4599"
"2015-02-04";"H7";"-0.1573"
"2015-02-04";"H8";"-0.0623"
"2015-02-04";"H1";"-0.751501"
"2015-02-04";"H2";"-0.786363"
"2015-02-04";"H3";"-0.775"
"2015-02-04";"H4";"-0.95"
"2015-02-04";"H5";
"2015-02-05";"H0";"-0.715027"
"2015-02-05";"H6";"-0.482"
"2015-02-05";"H7";"-0.1651"
"2015-02-05";"H8";"-0.0648"
"2015-02-05";"H1";"-0.746316"
"2015-02-05";"H2";"-0.801852"
"2015-02-05";"H3";"-0.65"
"2015-02-05";"H4";
"2015-02-05";"H5";
"2015-02-06";"H0";"-0.71407"
"2015-02-06";"H6";"-0.5321"
"2015-02-06";"H7";"-0.1843"
"2015-02-06";"H8";"-0.0722"
"2015-02-06";"H1";"-0.731276"
"2015-02-06";"H2";"-0.756922"
"2015-02-06";"H3";"-0.7375"
"2015-02-06";"H4";"-1.066667"
"2015-02-06";"H5";
"2015-02-09";"H0";"-0.705521"
"2015-02-09";"H6";"-0.5535"
"2015-02-09";"H7";"-0.1961"
"2015-02-09";"H8";"-0.0747"
"2015-02-09";"H1";"-0.70432"
"2015-02-09";"H2";"-0.750455"
"2015-02-09";"H3";"-0.775"
"2015-02-09";"H4";"-0.95"
"2015-02-09";"H5";
"2015-02-10";"H0";"-0.702138"
"2015-02-10";"H6";"-0.558"
"2015-02-10";"H7";"-0.2035"
"2015-02-10";"H8";"-0.077"
"2015-02-10";"H1";"-0.718453"
"2015-02-10";"H2";"-0.765"
"2015-02-10";"H3";"-0.732857"
"2015-02-10";"H4";"-0.9"
"2015-02-10";"H5";
"2015-02-11";"H0";"-0.69186"
"2015-02-11";"H6";"-0.6146"
"2015-02-11";"H7";"-0.2108"
"2015-02-11";"H8";"-0.0801"
"2015-02-11";"H1";"-0.706047"
"2015-02-11";"H2";"-0.752096"
"2015-02-11";"H3";"-0.703556"
"2015-02-11";"H4";"-0.829167"
"2015-02-11";"H5";
"2015-02-12";"H0";"-0.684617"
"2015-02-12";"H6";"-0.636"
"2015-02-12";"H7";"-0.2181"
"2015-02-12";"H8";"-0.0825"
"2015-02-12";"H1";"-0.69424"
"2015-02-12";"H2";"-0.75274"
"2015-02-12";"H3";"-0.79874"
"2015-02-12";"H4";"-0.865"
"2015-02-12";"H5";
"2015-02-13";"H0";"-0.707763"
"2015-02-13";"H6";"-0.6807"
"2015-02-13";"H7";"-0.2361"
"2015-02-13";"H8";"-0.0898"
"2015-02-13";"H1";"-0.680096"
"2015-02-13";"H2";"-0.733947"
"2015-02-13";"H3";"-0.76875"
"2015-02-13";"H4";"-0.85"
"2015-02-13";"H5";
"2015-02-16";"H0";"-0.694377"
"2015-02-16";"H6";"-0.7015"
"2015-02-16";"H7";"-0.2487"
"2015-02-16";"H8";"-0.0923"
"2015-02-16";"H1";"-0.696232"
"2015-02-16";"H2";"-0.731756"
"2015-02-16";"H3";"-0.783333"
"2015-02-16";"H4";
"2015-02-16";"H5";
"2015-02-17";"H0";"-0.70052"
"2015-02-17";"H6";"-0.7015"
"2015-02-17";"H7";"-0.2562"
"2015-02-17";"H8";"-0.0945"
"2015-02-17";"H1";"-0.708091"
"2015-02-17";"H2";"-0.786734"
"2015-02-17";"H3";"-0.775"
"2015-02-17";"H4";
"2015-02-17";"H5";
"2015-02-18";"H0";"-0.708534"
"2015-02-18";"H6";"-0.766"
"2015-02-18";"H7";"-0.2639"
"2015-02-18";"H8";"-0.0975"
"2015-02-18";"H1";"-0.741493"
"2015-02-18";"H2";"-0.776744"
"2015-02-18";"H3";"-0.793367"
"2015-02-18";"H4";
"2015-02-18";"H5";
"2015-02-19";"H0";"-0.735589"
"2015-02-19";"H6";"-0.7884"
"2015-02-19";"H7";"-0.2718"
"2015-02-19";"H8";"-0.1002"
"2015-02-19";"H1";"-0.712463"
"2015-02-19";"H2";"-0.751667"
"2015-02-19";"H3";"-0.6"
"2015-02-19";"H4";"-0.830769"
"2015-02-19";"H5";
"2015-02-20";"H0";"-0.721673"
"2015-02-20";"H6";"-0.8266"
"2015-02-20";"H7";"-0.289"
"2015-02-20";"H8";"-0.1074"
"2015-02-20";"H1";"-0.709499"
"2015-02-20";"H2";"-0.76875"
"2015-02-20";"H3";"-0.8"
"2015-02-20";"H4";"-0.813333"
"2015-02-20";"H5";
"2015-02-23";"H0";"-0.705934"
"2015-02-23";"H6";"-0.8003"
"2015-02-23";"H7";"-0.3027"
"2015-02-23";"H8";"-0.1099"
"2015-02-23";"H1";"-0.703795"
"2015-02-23";"H2";"-0.738571"
"2015-02-23";"H3";"-0.773333"
"2015-02-23";"H4";"-0.745631"
"2015-02-23";"H5";
"2015-02-24";"H0";"-0.699542"
"2015-02-24";"H6";"-0.7972"
"2015-02-24";"H7";"-0.3103"
"2015-02-24";"H8";"-0.112"
"2015-02-24";"H1";"-0.709692"
"2015-02-24";"H2";"-0.722"
"2015-02-24";"H3";"-0.732353"
"2015-02-24";"H4";"-0.780769"
"2015-02-24";"H5";
"2015-02-25";"H0";"-0.716411"
"2015-02-25";"H6";"-0.708"
"2015-02-25";"H7";"-0.318"
"2015-02-25";"H8";"-0.1153"
"2015-02-25";"H1";"-0.728395"
"2015-02-25";"H2";"-0.767143"
"2015-02-25";"H3";"-0.696754"
"2015-02-25";"H4";"-0.79375"
"2015-02-25";"H5";
"2015-02-26";"H0";"-0.721538"
"2015-02-26";"H6";"-0.7051"
"2015-02-26";"H7";"-0.3296"
"2015-02-26";"H8";"-0.1189"
"2015-02-26";"H1";"-0.725573"
"2015-02-26";"H2";"-0.762223"
"2015-02-26";"H3";"-0.75"
"2015-02-26";"H4";"-0.75"
"2015-02-26";"H5";
"2015-02-27";"H0";"-0.7561"
"2015-02-27";"H6";"-0.7134"
"2015-02-27";"H7";"-0.3541"
"2015-02-27";"H8";"-0.127"
"2015-02-27";"H1";"-0.731191"
"2015-02-27";"H2";"-0.828333"
"2015-02-27";"H3";
"2015-02-27";"H4";"-0.763636"
"2015-02-27";"H5";
"2015-03-02";"H0";"-0.726759"
"2015-03-02";"H6";"-0.7152"
"2015-03-02";"H7";"-0.3661"
"2015-03-02";"H8";"-0.1295"
"2015-03-02";"H1";"-0.727038"
"2015-03-02";"H2";"-0.757778"
"2015-03-02";"H3";"-0.6"
"2015-03-02";"H4";
"2015-03-02";"H5";
"2015-03-03";"H0";"-0.717688"
"2015-03-03";"H6";"-0.7158"
"2015-03-03";"H7";"-0.374"
"2015-03-03";"H8";"-0.1321"
"2015-03-03";"H1";"-0.733109"
"2015-03-03";"H2";"-0.782727"
"2015-03-03";"H3";
"2015-03-03";"H4";"-0.797222"
"2015-03-03";"H5";"-0.725"
"2015-03-04";"H0";"-0.713832"
"2015-03-04";"H6";"-0.7155"
"2015-03-04";"H7";"-0.382"
"2015-03-04";"H8";"-0.1346"
"2015-03-04";"H1";"-0.725861"
"2015-03-04";"H2";"-0.746429"
"2015-03-04";"H3";
"2015-03-04";"H4";"-0.825"
"2015-03-04";"H5";"-0.821601"
"2015-03-05";"H0";"-0.702942"
"2015-03-05";"H6";"-0.7151"
"2015-03-05";"H7";"-0.3855"
"2015-03-05";"H8";"-0.1371"
"2015-03-05";"H1";"-0.718976"
"2015-03-05";"H2";"-0.775"
"2015-03-05";"H3";"-0.741304"
"2015-03-05";"H4";"-0.838333"
"2015-03-05";"H5";"-0.818447"
"2015-03-06";"H0";"-0.714518"
"2015-03-06";"H6";"-0.7151"
"2015-03-06";"H7";"-0.409"
"2015-03-06";"H8";"-0.1433"
"2015-03-06";"H1";"-0.717033"
"2015-03-06";"H2";"-0.754286"
"2015-03-06";"H3";"-0.7775"
"2015-03-06";"H4";"-0.81875"
"2015-03-06";"H5";
"2015-03-09";"H0";"-0.710497"
"2015-03-09";"H6";"-0.7153"
"2015-03-09";"H7";"-0.4214"
"2015-03-09";"H8";"-0.1472"
"2015-03-09";"H1";"-0.717043"
"2015-03-09";"H2";"-0.762"
"2015-03-09";"H3";"-0.757143"
"2015-03-09";"H4";"-0.791667"
"2015-03-09";"H5";
"2015-03-10";"H0";"-0.700399"
"2015-03-10";"H6";"-0.7152"
"2015-03-10";"H7";"-0.4291"
"2015-03-10";"H8";"-0.1497"
"2015-03-10";"H1";"-0.711199"
"2015-03-10";"H2";"-0.75"
"2015-03-10";"H3";"-0.716667"
"2015-03-10";"H4";"-0.750588"
"2015-03-10";"H5";"-0.78"
"2015-03-11";"H0";"-0.702508"
"2015-03-11";"H6";"-0.7156"
"2015-03-11";"H7";"-0.4367"
"2015-03-11";"H8";"-0.1522"
"2015-03-11";"H1";"-0.716725"
"2015-03-11";"H2";"-0.739216"
"2015-03-11";"H3";"-0.760683"
"2015-03-11";"H4";"-0.73"
"2015-03-11";"H5";
"2015-03-12";"H0";"-0.702095"
"2015-03-12";"H6";"-0.7162"
"2015-03-12";"H7";"-0.4396"
"2015-03-12";"H8";"-0.1546"
"2015-03-12";"H1";"-0.711937"
"2015-03-12";"H2";"-0.743688"
"2015-03-12";"H3";"-0.746479"
"2015-03-12";"H4";
"2015-03-12";"H5";
"2015-03-13";"H0";"-0.703547"
"2015-03-13";"H6";"-0.7158"
"2015-03-13";"H7";"-0.4626"
"2015-03-13";"H8";"-0.162"
"2015-03-13";"H1";"-0.703754"
"2015-03-13";"H2";"-0.744485"
"2015-03-13";"H3";
"2015-03-13";"H4";"-0.785294"
"2015-03-13";"H5";
"2015-03-16";"H0";"-0.702338"
"2015-03-16";"H6";"-0.7161"
"2015-03-16";"H7";"-0.4754"
"2015-03-16";"H8";"-0.1645"
"2015-03-16";"H1";"-0.713022"
"2015-03-16";"H2";"-0.741666"
"2015-03-16";"H3";"-0.7"
"2015-03-16";"H4";"-0.7725"
"2015-03-16";"H5";
"2015-03-17";"H0";"-0.706447"
"2015-03-17";"H6";"-0.7163"
"2015-03-17";"H7";"-0.4833"
"2015-03-17";"H8";"-0.167"
"2015-03-17";"H1";"-0.707614"
"2015-03-17";"H2";"-0.754118"
"2015-03-17";"H3";
"2015-03-17";"H4";"-0.837753"
"2015-03-17";"H5";
"2015-03-18";"H0";"-0.702677"
"2015-03-18";"H6";"-0.7161"
"2015-03-18";"H7";"-0.4912"
"2015-03-18";"H8";"-0.1695"
"2015-03-18";"H1";"-0.716531"
"2015-03-18";"H2";"-0.743201"
"2015-03-18";"H3";
"2015-03-18";"H4";"-0.852273"
"2015-03-18";"H5";
"2015-03-19";"H0";"-0.706165"
"2015-03-19";"H6";"-0.715"
"2015-03-19";"H7";"-0.4935"
"2015-03-19";"H8";"-0.172"
"2015-03-19";"H1";"-0.715907"
"2015-03-19";"H2";"-0.763846"
"2015-03-19";"H3";"-0.714706"
"2015-03-19";"H4";"-0.848625"
"2015-03-19";"H5";
"2015-03-20";"H0";"-0.70702"
"2015-03-20";"H6";"-0.7134"
"2015-03-20";"H7";"-0.5167"
"2015-03-20";"H8";"-0.1796"
"2015-03-20";"H1";"-0.712754"
"2015-03-20";"H2";"-0.7425"
"2015-03-20";"H3";"-0.75"
"2015-03-20";"H4";"-0.816668"
"2015-03-20";"H5";"-0.794443"
"2015-03-23";"H0";"-0.70567"
"2015-03-23";"H6";"-0.7134"
"2015-03-23";"H7";"-0.5301"
"2015-03-23";"H8";"-0.182"
"2015-03-23";"H1";"-0.712782"
"2015-03-23";"H2";"-0.768149"
"2015-03-23";"H3";
"2015-03-23";"H4";"-0.819091"
"2015-03-23";"H5";
"2015-03-24";"H0";"-0.705831"
"2015-03-24";"H6";"-0.7136"
"2015-03-24";"H7";"-0.532"
"2015-03-24";"H8";"-0.1846"
"2015-03-24";"H1";"-0.712736"
"2015-03-24";"H2";"-0.759231"
"2015-03-24";"H3";"-0.75375"
"2015-03-24";"H4";"-0.786924"
"2015-03-24";"H5";"-0.75125"
"2015-03-25";"H0";"-0.723583"
"2015-03-25";"H6";"-0.7139"
"2015-03-25";"H7";"-0.5341"
