"REGION","CANTON","PERIOD","VALUE","STATUS","OBS_COEF"
"3","Total","2019-12","2.607137761","A","A"
"3","12","2019-12","3.146369536","A","A"
"3","13","2019-12","2.017796633","A","A"
"3","19","2019-12","2.693515268","A","A"
"4","Total","2019-12","2.291011843","A","A"
"4","1","2019-12","2.291011843","A","A"
"5","Total","2019-12","1.969433581","A","A"
"5","8","2019-12","1.49266798","A","B"
"5","14","2019-12","3.110384075","A","B"
"5","15","2019-12","1.665208799","A","B"
"5","16","2019-12","1.175416993","A","C"
"5","17","2019-12","2.002079619","A","A"
"5","18","2019-12","1.45612708","A","A"
"5","20","2019-12","2.13557614","A","A"
"6","Total","2019-12","1.561649325","A","A"
"6","3","2019-12","1.735457845","A","A"
"6","4","2019-12","1.216459752","A","C"
"6","5","2019-12","1.185955094","A","A"
"6","6","2019-12","0.796443786","A","B"
"6","7","2019-12","1.00696822","A","B"
"6","9","2019-12","1.996650962","A","B"
"7","Total","2019-12","3.28708707","A","A"
"7","21","2019-12","3.28708707","A","A"
"Total","Total","2019-11","2.293522573","A","A"
"1","Total","2019-11","3.312983052","A","A"
"1","22","2019-11","3.33715006","A","A"
"1","23","2019-11","2.668922515","A","A"
"1","25","2019-11","3.737659531","A","A"
"2","Total","2019-11","2.155619349","A","A"
"2","2","2019-11","1.802052294","A","A"
"2","10","2019-11","2.474538694","A","A"
"2","11","2019-11","1.925976105","A","A"
"2","24","2019-11","3.518337644","A","A"
"2","26","2019-11","3.655151565","A","B"
"3","Total","2019-11","2.357427108","A","A"
"3","12","2019-11","2.923908733","A","A"
"3","13","2019-11","1.767656554","A","A"
"3","19","2019-11","2.436510565","A","A"
"4","Total","2019-11","2.103799912","A","A"
"4","1","2019-11","2.103799912","A","A"
"5","Total","2019-11","1.786084163","A","A"
"5","8","2019-11","1.273801707","A","B"
"5","14","2019-11","2.877681266","A","B"
"5","15","2019-11","1.57125733","A","B"
"5","16","2019-11","1.05227807","A","C"
"5","17","2019-11","1.80662405","A","A"
"5","18","2019-11","1.416504575","A","A"
"5","20","2019-11","1.868790615","A","A"
"6","Total","2019-11","1.449496291","A","A"
"6","3","2019-11","1.604146844","A","A"
"6","4","2019-11","1.176411694","A","C"
"6","5","2019-11","1.108223955","A","A"
"6","6","2019-11","0.768660863","A","B"
"6","7","2019-11","0.870020542","A","B"
"6","9","2019-11","1.866095249","A","B"
"7","Total","2019-11","3.019540263","A","A"
"7","21","2019-11","3.019540263","A","A"
"Total","Total","2019-10","2.193309031","A","A"
"1","Total","2019-10","3.238333654","A","A"
"1","22","2019-10","3.272682662","A","A"
"1","23","2019-10","2.338948678","A","A"
"1","25","2019-10","3.830352192","A","A"
"2","Total","2019-10","2.067342255","A","A"
"2","2","2019-10","1.728606203","A","A"
"2","10","2019-10","2.389090321","A","A"
"2","11","2019-10","1.833662078","A","A"
"2","24","2019-10","3.341240112","A","A"
"2","26","2019-10","3.564459835","A","B"
"3","Total","2019-10","2.269592377","A","A"
"3","12","2019-10","2.74594009","A","A"
"3","13","2019-10","1.708289976","A","A"
"3","19","2019-10","2.362058687","A","A"
"4","Total","2019-10","2.005875467","A","A"
"4","1","2019-10","2.005875467","A","A"
"5","Total","2019-10","1.700316527","A","A"
"5","8","2019-10","1.190632524","A","B"
"5","14","2019-10","2.624242564","A","B"
"5","15","2019-10","1.574497036","A","B"
"5","16","2019-10","0.906750252","A","C"
"5","17","2019-10","1.734802168","A","A"
"5","18","2019-10","1.28052734","A","A"
"5","20","2019-10","1.826156609","A","A"
"6","Total","2019-10","1.356289499","A","A"
"6","3","2019-10","1.49393171","A","A"
"6","4","2019-10","1.036243492","A","C"
"6","5","2019-10","1.034934595","A","A"
"6","6","2019-10","0.643637711","A","B"
"6","7","2019-10","0.829741813","A","B"
"6","9","2019-10","1.807912811","A","B"
"7","Total","2019-10","2.591348541","A","A"
"7","21","2019-10","2.591348541","A","A"
"Total","Total","2019-09","2.137529389","A","A"
"1","Total","2019-09","3.213965618","A","A"
"1","22","2019-09","3.33354181","A","A"
"1","23","2019-09","2.069479381","A","A"
"1","25","2019-09","3.839661935","A","A"
"2","Total","2019-09","1.972724816","A","A"
"2","2","2019-09","1.642919097","A","A"
"2","10","2019-09","2.259763054","A","A"
"2","11","2019-09","1.781859962","A","A"
"2","24","2019-09","3.263961189","A","A"
"2","26","2019-09","3.273147003","A","B"
"3","Total","2019-09","2.247871514","A","A"
"3","12","2019-09","2.679201849","A","A"
"3","13","2019-09","1.674270925","A","A"
"3","19","2019-09","2.357554481","A","A"
"4","Total","2019-09","1.977630275","A","A"
"4","1","2019-09","1.977630275","A","A"
"5","Total","2019-09","1.586777975","A","A"
"5","8","2019-09","1.273801707","A","B"
"5","14","2019-09","2.582770776","A","B"
"5","15","2019-09","1.548579389","A","B"
"5","16","2019-09","1.029889175","A","C"
"5","17","2019-09","1.688350205","A","A"
"5","18","2019-09","0.76723579","A","A"
"5","20","2019-09","1.797733938","A","A"
"6","Total","2019-09","1.328196797","A","A"
"6","3","2019-09","1.480154818","A","A"
"6","4","2019-09","0.906087305","A","C"
"6","5","2019-09","0.954982566","A","A"
"6","6","2019-09","0.611224301","A","B"
"6","7","2019-09","0.749184356","A","B"
"6","9","2019-09","1.847647159","A","B"
"7","Total","2019-09","2.496129918","A","A"
"7","21","2019-09","2.496129918","A","A"
"Total","Total","2019-08","2.147322103","A","A"
"1","Total","2019-08","3.200176876","A","A"
"1","22","2019-08","3.313816711","A","A"
"1","23","2019-08","2.153513465","A","A"
"1","25","2019-08","3.765183989","A","A"
"2","Total","2019-08","1.97672411","A","A"
"2","2","2019-08","1.651312936","A","A"
"2","10","2019-08","2.322694626","A","A"
"2","11","2019-08","1.745996958","A","A"
"2","24","2019-08","3.163069261","A","A"
"2","26","2019-08","3.361090499","A","B"
"3","Total","2019-08","2.276092781","A","A"
"3","12","2019-08","2.773989496","A","A"
"3","13","2019-08","1.758985032","A","A"
"3","19","2019-08","2.345101676","A","A"
"4","Total","2019-08","2.008559927","A","A"
"4","1","2019-08","2.008559927","A","A"
"5","Total","2019-08","1.590153446","A","A"
"5","8","2019-08","1.247537754","A","B"
"5","14","2019-08","2.649586434","A","B"
"5","15","2019-08","1.542099977","A","B"
"5","16","2019-08","1.063472518","A","C"
"5","17","2019-08","1.716936029","A","A"
"5","18","2019-08","0.695194871","A","A"
"5","20","2019-08","1.796441998","A","A"
"6","Total","2019-08","1.355418407","A","A"
"6","3","2019-08","1.4999591","A","A"
"6","4","2019-08","0.891069283","A","C"
"6","5","2019-08","1.014946588","A","A"
"6","6","2019-08","0.639007224","A","B"
"6","7","2019-08","0.708905627","A","B"
"6","9","2019-08","1.893057842","A","B"
"7","Total","2019-08","2.460495955","A","A"
"7","21","2019-08","2.460495955","A","A"
"Total","Total","2019-07","2.104743211","A","A"
"1","Total","2019-07","3.12231803","A","A"
"1","22","2019-07","3.156737565","A","A"
"1","23","2019-07","2.094129379","A","A"
"1","25","2019-07","3.807280219","A","A"
"2","Total","2019-07","1.926098904","A","A"
"2","2","2019-07","1.625431933","A","A"
"2","10","2019-07","2.216461514","A","A"
"2","11","2019-07","1.686889416","A","A"
"2","24","2019-07","3.125503118","A","A"
"2","26","2019-07","3.187951741","A","B"
"3","Total","2019-07","2.248664246","A","A"
"3","12","2019-07","2.774956717","A","A"
"3","13","2019-07","1.742976067","A","A"
"3","19","2019-07","2.305358681","A","A"
"4","Total","2019-07","2.003657869","A","A"
"4","1","2019-07","2.003657869","A","A"
"5","Total","2019-07","1.551488966","A","A"
"5","8","2019-07","1.177500547","A","B"
"5","14","2019-07","2.608114646","A","B"
"5","15","2019-07","1.464347037","A","B"
"5","16","2019-07","0.884361357","A","C"
"5","17","2019-07","1.697640598","A","A"
"5","18","2019-07","0.712304589","A","A"
"5","20","2019-07","1.704068318","A","A"
"6","Total","2019-07","1.312299377","A","A"
"6","3","2019-07","1.437963087","A","A"
"6","4","2019-07","0.871045254","A","C"
"6","5","2019-07","0.986075022","A","A"
"6","6","2019-07","0.625115762","A","B"
"6","7","2019-07","0.708905627","A","B"
"6","9","2019-07","1.863257081","A","B"
"7","Total","2019-07","2.381633905","A","A"
"7","21","2019-07","2.381633905","A","A"
"Total","Total","2019-06","2.097064343","A","A"
"1","Total","2019-06","3.091531097","A","A"
"1","22","2019-06","3.079039917","A","A"
"1","23","2019-06","2.131664603","A","A"
"1","25","2019-06","3.806065905","A","A"
"2","Total","2019-06","1.901908053","A","A"
"2","2","2019-06","1.610917586","A","A"
"2","10","2019-06","2.156994065","A","A"
"2","11","2019-06","1.680912249","A","A"
"2","24","2019-06","3.109403342","A","A"
"2","26","2019-06","3.083518839","A","B"
"3","Total","2019-06","2.275300049","A","A"
"3","12","2019-06","2.806875006","A","A"
"3","13","2019-06","1.765655434","A","A"
"3","19","2019-06","2.332118964","A","A"
"4","Total","2019-06","1.970393904","A","A"
"4","1","2019-06","1.970393904","A","A"
"5","Total","2019-06","1.556245311","A","A"
"5","8","2019-06","1.278179033","A","B"
"5","14","2019-06","2.654194411","A","B"
"5","15","2019-06","1.45462792","A","B"
"5","16","2019-06","0.951528042","A","C"
"5","17","2019-06","1.672985325","A","A"
"5","18","2019-06","0.778942439","A","A"
"5","20","2019-06","1.691148922","A","A"
"6","Total","2019-06","1.352369587","A","A"
"6","3","2019-06","1.512444408","A","A"
"6","4","2019-06","0.86103324","A","C"
"6","5","2019-06","1.006063029","A","A"
"6","6","2019-06","0.676051121","A","B"
"6","7","2019-06","0.74112861","A","B"
"6","9","2019-06","1.829199069","A","B"
"7","Total","2019-06","2.412594561","A","A"
"7","21","2019-06","2.412594561","A","A"
"Total","Total","2019-05","2.186536097","A","A"
"1","Total","2019-05","3.208735406","A","A"
"1","22","2019-05","3.122820016","A","A"
"1","23","2019-05","2.396091855","A","A"
"1","25","2019-05","3.940450025","A","A"
"2","Total","2019-05","1.972334641","A","A"
"2","2","2019-05","1.67404625","A","A"
"2","10","2019-05","2.226853883","A","A"
"2","11","2019-05","1.733378494","A","A"
"2","24","2019-05","3.282207601","A","A"
"2","26","2019-05","3.083518839","A","B"
"3","Total","2019-05","2.355841644","A","A"
"3","12","2019-05","2.914236524","A","A"
"3","13","2019-05","1.81701753","A","A"
"3","19","2019-05","2.416904021","A","A"
"4","Total","2019-05","2.027934728","A","A"
"4","1","2019-05","2.027934728","A","A"
"5","Total","2019-05","1.715045853","A","A"
"5","8","2019-05","1.405121471","A","B"
"5","14","2019-05","2.686450245","A","B"
"5","15","2019-05","1.49350439","A","B"
"5","16","2019-05","1.074666965","A","C"
"5","17","2019-05","1.776251612","A","A"
"5","18","2019-05","1.289532454","A","A"
"5","20","2019-05","1.764143509","A","A"
"6","Total","2019-05","1.403981759","A","A"
"6","3","2019-05","1.57271831","A","A"
"6","4","2019-05","0.966159391","A","C"
"6","5","2019-05","1.060474826","A","A"
"6","6","2019-05","0.662159659","A","B"
"6","7","2019-05","0.765295847","A","B"
"6","9","2019-05","1.863257081","A","B"
"7","Total","2019-05","2.510149838","A","A"
"7","21","2019-05","2.510149838","A","A"
"Total","Total","2019-04","2.314402191","A","A"
"1","Total","2019-04","3.46121203","A","A"
"1","22","2019-04","3.393679308","A","A"
"1","23","2019-04","2.734469101","A","A"
"1","25","2019-04","4.099929975","A","A"
"2","Total","2019-04","2.086558374","A","A"
"2","2","2019-04","1.764804633","A","A"
"2","10","2019-04","2.396595922","A","A"
"2","11","2019-04","1.822371873","A","A"
"2","24","2019-04","3.483991456","A","A"
"2","26","2019-04","3.182455272","A","B"
"3","Total","2019-04","2.41846749","A","A"
"3","12","2019-04","3.052549111","A","A"
"3","13","2019-04","1.916406521","A","A"
"3","19","2019-04","2.444194211","A","A"
"4","Total","2019-04","2.134262701","A","A"
"4","1","2019-04","2.134262701","A","A"
"5","Total","2019-04","1.822140324","A","A"
"5","8","2019-04","1.361348216","A","B"
"5","14","2019-04","2.884593231","A","B"
"5","15","2019-04","1.597174977","A","B"
"5","16","2019-04","1.141833651","A","C"
"5","17","2019-04","1.854505304","A","A"
"5","18","2019-04","1.546178229","A","A"
"5","20","2019-04","1.815821092","A","A"
"6","Total","2019-04","1.478024539","A","A"
"6","3","2019-04","1.678197638","A","A"
"6","4","2019-04","1.066279535","A","C"
"6","5","2019-04","1.108223955","A","A"
"6","6","2019-04","0.703834043","A","B"
"6","7","2019-04","0.745156483","A","B"
"6","9","2019-04","1.902991429","A","B"
"7","Total","2019-04","2.678973041","A","A"
"7","21","2019-04","2.678973041","A","A"
"Total","Total","2019-03","2.423178965","A","A"
"1","Total","2019-03","3.587806948","A","A"
"1","22","2019-03","3.549074604","A","A"
"1","23","2019-03","2.88012818","A","A"
"1","25","2019-03","4.164288634","A","A"
"2","Total","2019-03","2.238141362","A","A"
"2","2","2019-03","1.891586575","A","A"
"2","10","2019-03","2.565760606","A","A"
"2","11","2019-03","1.977114091","A","A"
"2","24","2019-03","3.767347508","A","A"
"2","26","2019-03","3.289636409","A","B"
"3","Total","2019-03","2.515180822","A","A"
"3","12","2019-03","3.20537001","A","A"
"3","13","2019-03","1.968435657","A","A"
"3","19","2019-03","2.543286746","A","A"
"4","Total","2019-03","2.244909154","A","A"
"4","1","2019-03","2.244909154","A","A"
"5","Total","2019-03","1.818457993","A","A"
"5","8","2019-03","1.49266798","A","B"
"5","14","2019-03","3.045872405","A","B"
"5","15","2019-03","1.623092623","A","B"
"5","16","2019-03","1.153028098","A","C"
"5","17","2019-03","1.941692066","A","A"
"5","18","2019-03","1.023881565","A","A"
"5","20","2019-03","1.94695296","A","A"
"6","Total","2019-03","1.579288928","A","A"
"6","3","2019-03","1.763442156","A","A"
"6","4","2019-03","1.191429716","A","C"
"6","5","2019-03","1.187065538","A","A"
"6","6","2019-03","0.814965734","A","B"
"6","7","2019-03","0.870020542","A","B"
"6","9","2019-03","2.067605154","A","B"
"7","Total","2019-03","2.927242457","A","A"
"7","21","2019-03","2.927242457","A","A"
"Total","Total","2019-02","2.577015164","A","A"
"1","Total","2019-02","3.816985353","A","A"
"1","22","2019-02","3.753542099","A","A"
"1","23","2019-02","3.430831545","A","A"
"1","25","2019-02","4.202741922","A","A"
"2","Total","2019-02","2.397625395","A","A"
"2","2","2019-02","2.019417747","A","A"
"2","10","2019-02","2.77072123","A","A"
"2","11","2019-02","2.080718323","A","A"
"2","24","2019-02","4.072169928","A","A"
"2","26","2019-02","3.589193943","A","B"
"3","Total","2019-02","2.622833859","A","A"
"3","12","2019-02","3.27114103","A","A"
"3","13","2019-02","2.038474879","A","A"
"3","19","2019-02","2.677353117","A","A"
"4","Total","2019-02","2.352170853","A","A"
"4","1","2019-02","2.352170853","A","A"
"5","Total","2019-02","1.978485979","A","A"
"5","8","2019-02","1.523309258","A","B"
"5","14","2019-02","3.391470636","A","B"
"5","15","2019-02","1.626332329","A","B"
"5","16","2019-02","1.220194783","A","C"
"5","17","2019-02","2.037097253","A","A"
"5","18","2019-02","1.282328363","A","A"
"5","20","2019-02","2.156893144","A","A"
"6","Total","2019-02","1.656816073","A","A"
"6","3","2019-02","1.82543817","A","A"
"6","4","2019-02","1.301561874","A","C"
"6","5","2019-02","1.303662247","A","A"
"6","6","2019-02","0.847379144","A","B"
"6","7","2019-02","0.92238289","A","B"
"6","9","2019-02","2.159845604","A","B"
"7","Total","2019-02","3.261383883","A","A"
"7","21","2019-02","3.261383883","A","A"
"Total","Total","2019-01","2.673842238","A","A"
"1","Total","2019-01","4.016684378","A","A"
"1","22","2019-01","3.897631545","A","A"
"1","23","2019-01","3.960806503","A","A"
"1","25","2019-01","4.257386067","A","A"
"2","Total","2019-01","2.478684252","A","A"
"2","2","2019-01","2.065933605","A","A"
"2","10","2019-01","2.931802961","A","A"
"2","11","2019-01","2.137169346","A","A"
"2","24","2019-01","4.228874411","A","A"
"2","26","2019-01","3.740346827","A","B"
"3","Total","2019-01","2.694972492","A","A"
"3","12","2019-01","3.44524079","A","A"
"3","13","2019-01","2.055150884","A","A"
"3","19","2019-01","2.743591442","A","A"
"4","Total","2019-01","2.409945109","A","A"
"4","1","2019-01","2.409945109","A","A"
"5","Total","2019-01","2.067935946","A","A"
"5","8","2019-01","1.742175531","A","B"
"5","14","2019-01","3.497454093","A","B"
"5","15","2019-01","1.736482327","A","B"
"5","16","2019-01","1.220194783","A","C"
"5","17","2019-01","2.097127482","A","A"
"5","18","2019-01","1.494849074","A","A"
"5","20","2019-01","2.188545664","A","A"
"6","Total","2019-01","1.690135324","A","A"
"6","3","2019-01","1.85772776","A","A"
"6","4","2019-01","1.256507809","A","C"
"6","5","2019-01","1.349190486","A","A"
"6","6","2019-01","0.875162067","A","B"
"6","7","2019-01","1.099609296","A","B"
"6","9","2019-01","2.154169268","A","B"
"7","Total","2019-01","3.431959576","A","A"
"7","21","2019-01","3.431959576","A","A"
"Total","Total","2018-12","2.581070296","A","A"
"1","Total","2018-12","3.897934779","A","A"
"1","22","2018-12","3.767253448","A","A"
"1","23","2018-12","3.876212192","A","A"
"1","25","2018-12","4.133526005","A","A"
"2","Total","2018-12","2.386115232","A","A"
"2","2","2018-12","1.978322911","A","A"
"2","10","2018-12","2.810558648","A","A"
"2","11","2018-12","2.067435729","A","A"
"2","24","2018-12","4.101149524","A","A"
"2","26","2018-12","3.701871548","A","B"
"3","Total","2018-12","2.587953641","A","A"
"3","12","2018-12","3.323370958","A","A"
"3","13","2018-12","2.006456949","A","A"
"3","19","2018-12","2.61747367","A","A"
"4","Total","2018-12","2.350186687","A","A"
"4","1","2018-12","2.350186687","A","A"
"5","Total","2018-12","2.007177478","A","A"
"5","8","2018-12","1.663383673","A","B"
"5","14","2018-12","3.375342718","A","B"
"5","15","2018-12","1.704085269","A","B"
"5","16","2018-12","1.041083623","A","C"
"5","17","2018-12","2.039241189","A","A"
"5","18","2018-12","1.488545494","A","A"
"5","20","2018-12","2.10456959","A","A"
"6","Total","2018-12","1.606292765","A","A"
"6","3","2018-12","1.740624179","A","A"
"6","4","2018-12","1.081297557","A","C"
"6","5","2018-12","1.302551802","A","A"
"6","6","2018-12","0.74087794","A","B"
"6","7","2018-12","1.067386313","A","B"
"6","9","2018-12","2.155588352","A","B"
"7","Total","2018-12","3.207056693","A","A"
"7","21","2018-12","3.207056693","A","A"
"Total","Total","2018-11","2.382908048","A","A"
"1","Total","2018-11","3.44884971","A","A"
"1","22","2018-11","3.402339108","A","A"
"1","23","2018-11","2.722704329","A","A"
"1","25","2018-11","4.051762172","A","A"
"2","Total","2018-11","2.186248087","A","A"
"2","2","2018-11","1.806424085","A","A"
"2","10","2018-11","2.482621648","A","A"
"2","11","2018-11","1.916014159","A","A"
"2","24","2018-11","3.903658942","A","A"
"2","26","2018-11","3.465523401","A","B"
"3","Total","2018-11","2.421321326","A","A"
"3","12","2018-11","3.105746259","A","A"
"3","13","2018-11","1.928413245","A","A"
"3","19","2018-11","2.429621779","A","A"
"4","Total","2018-11","2.261599495","A","A"
"4","1","2018-11","2.261599495","A","A"
"5","Total","2018-11","1.878295878","A","A"
"5","8","2018-11","1.536441234","A","B"
"5","14","2018-11","3.138031933","A","B"
"5","15","2018-11","1.568017624","A","B"
"5","16","2018-11","0.806000224","A","C"
"5","17","2018-11","1.923111281","A","A"
"5","18","2018-11","1.494849074","A","A"
"5","20","2018-11","1.893337468","A","A"
"6","Total","2018-11","1.512432654","A","A"
"6","3","2018-11","1.620937431","A","A"
"6","4","2018-11","0.921105326","A","C"
"6","5","2018-11","1.257023564","A","A"
"6","6","2018-11","0.768660863","A","B"
"6","7","2018-11","1.031135457","A","B"
"6","9","2018-11","2.046318897","A","B"
"7","Total","2018-11","3.044075123","A","A"
"7","21","2018-11","3.044075123","A","A"
"Total","Total","2018-10","2.314768879","A","A"
"1","Total","2018-10","3.395715505","A","A"
"1","22","2018-10","3.372992009","A","A"
"1","23","2018-10","2.481246394","A","A"
"1","25","2018-10","4.094667946","A","A"
"2","Total","2018-10","2.118942899","A","A"
"2","2","2018-10","1.715315958","A","A"
"2","10","2018-10","2.379852659","A","A"
"2","11","2018-10","1.902731565","A","A"
"2","24","2018-10","3.954104906","A","A"
"2","26","2018-10","3.416055185","A","B"
"3","Total","2018-10","2.373598846","A","A"
"3","12","2018-10","3.028368589","A","A"
"3","13","2018-10","1.948424451","A","A"
"3","19","2018-10","2.3631185","A","A"
"4","Total","2018-10","2.205342543","A","A"
"4","1","2018-10","2.205342543","A","A"
"5","Total","2018-10","1.812781065","A","A"
"5","8","2018-10","1.514554607","A","B"
"5","14","2018-10","3.071216275","A","B"
"5","15","2018-10","1.496744096","A","B"
"5","16","2018-10","0.604500168","A","C"
"5","17","2018-10","1.869512862","A","A"
"5","18","2018-10","1.360672862","A","A"
"5","20","2018-10","1.858455099","A","A"
"6","Total","2018-10","1.444051969","A","A"
"6","3","2018-10","1.539998192","A","A"
"6","4","2018-10","0.705847016","A","C"
"6","5","2018-10","1.195949097","A","A"
"6","6","2018-10","0.717725505","A","B"
"6","7","2018-10","0.950578","A","B"
"6","9","2018-10","2.050576148","A","B"
"7","Total","2018-10","2.753161784","A","A"
"7","21","2018-10","2.753161784","A","A"
"Total","Total","2018-09","2.299044455","A","A"
"1","Total","2018-09","3.368494626","A","A"
"1","22","2018-09","3.378043559","A","A"
"1","23","2018-09","2.330545269","A","A"
"1","25","2018-09","4.102358603","A","A"
"2","Total","2018-09","2.135427793","A","A"
"2","2","2018-09","1.679292399","A","A"
"2","10","2018-09","2.431237154","A","A"
"2","11","2018-09","1.989732555","A","A"
"2","24","2018-09","4.134422394","A","A"
"2","26","2018-09","3.380328139","A","B"
"3","Total","2018-09","2.384855643","A","A"
"3","12","2018-09","3.025466926","A","A"
"3","13","2018-09","1.972437899","A","A"
"3","19","2018-09","2.373186726","A","A"
"4","Total","2018-09","2.19950676","A","A"
"4","1","2018-09","2.19950676","A","A"
"5","Total","2018-09","1.731156053","A","A"
"5","8","2018-09","1.619610418","A","B"
"5","14","2018-09","3.119600028","A","B"
"5","15","2018-09","1.49350439","A","B"
"5","16","2018-09","0.727639091","A","C"
"5","17","2018-09","1.871656799","A","A"
"5","18","2018-09","0.861789496","A","A"
"5","20","2018-09","1.833262277","A","A"
"6","Total","2018-09","1.45014961","A","A"
"6","3","2018-09","1.557219307","A","A"
"6","4","2018-09","0.580696836","A","C"
"6","5","2018-09","1.21482666","A","A"
"6","6","2018-09","0.578810891","A","B"
"6","7","2018-09","0.994884601","A","B"
"6","9","2018-09","2.071862406","A","B"
"7","Total","2018-09","2.644507404","A","A"
"7","21","2018-09","2.644507404","A","A"
"Total","Total","2018-08","2.327236255","A","A"
"1","Total","2018-08","3.40772122","A","A"
"1","22","2018-08","3.426875207","A","A"
"1","23","2018-08","2.428585034","A","A"
"1","25","2018-08","4.082929574","A","A"
"2","Total","2018-08","2.15122988","A","A"
"2","2","2018-08","1.670548817","A","A"
"2","10","2018-08","2.455486016","A","A"
"2","11","2018-08","2.024267299","A","A"
"2","24","2018-08","4.174135174","A","A"
"2","26","2018-08","3.602935114","A","B"
"3","Total","2018-08","2.415930747","A","A"
"3","12","2018-08","3.089303504","A","A"
"3","13","2018-08","1.990447984","A","A"
"3","19","2018-08","2.400476916","A","A"
"4","Total","2018-08","2.258564887","A","A"
"4","1","2018-08","2.258564887","A","A"
"5","Total","2018-08","1.749414279","A","A"
"5","8","2018-08","1.650251696","A","B"
"5","14","2018-08","3.073520264","A","B"
"5","15","2018-08","1.409272038","A","B"
"5","16","2018-08","0.839583567","A","C"
"5","17","2018-08","1.918466085","A","A"
"5","18","2018-08","0.835674663","A","A"
"5","20","2018-08","1.862976887","A","A"
"6","Total","2018-08","1.469966942","A","A"
"6","3","2018-08","1.591231008","A","A"
"6","4","2018-08","0.505606728","A","C"
"6","5","2018-08","1.219268439","A","A"
"6","6","2018-08","0.648268198","A","B"
"6","7","2018-08","0.982800983","A","B"
"6","9","2018-08","2.087472328","A","B"
"7","Total","2018-08","2.587843561","A","A"
"7","21","2018-08","2.587843561","A","A"
"Total","Total","2018-07","2.287526153","A","A"
"1","Total","2018-07","3.34412659","A","A"
"1","22","2018-07","3.32223596","A","A"
"1","23","2018-07","2.365839585","A","A"
"1","25","2018-07","4.087786831","A","A"
"2","Total","2018-07","2.125575874","A","A"
"2","2","2018-07","1.667925743","A","A"
"2","10","2018-07","2.316343733","A","A"
"2","11","2018-07","1.986411907","A","A"
"2","24","2018-07","4.252487415","A","A"
"2","26","2018-07","3.539725726","A","B"
"3","Total","2018-07","2.364720245","A","A"
"3","12","2018-07","3.09607405","A","A"
"3","13","2018-07","2.004455829","A","A"
"3","19","2018-07","2.307478307","A","A"
"4","Total","2018-07","2.278406551","A","A"
"4","1","2018-07","2.278406551","A","A"
"5","Total","2018-07","1.707988051","A","A"
"5","8","2018-07","1.663383673","A","B"
"5","14","2018-07","2.976752759","A","B"
"5","15","2018-07","1.357436745","A","B"
"5","16","2018-07","0.861972462","A","C"
"5","17","2018-07","1.865939634","A","A"
"5","18","2018-07","0.836575175","A","A"
"5","20","2018-07","1.817113032","A","A"
"6","Total","2018-07","1.410297173","A","A"
"6","3","2018-07","1.539567664","A","A"
"6","4","2018-07","0.450540649","A","C"
"6","5","2018-07","1.200390877","A","A"
"6","6","2018-07","0.574180404","A","B"
"6","7","2018-07","0.849881178","A","B"
"6","9","2018-07","1.978202872","A","B"
"7","Total","2018-07","2.385723048","A","A"
"7","21","2018-07","2.385723048","A","A"
"Total","Total","2018-06","2.298893466","A","A"
"1","Total","2018-06","3.307277365","A","A"
"1","22","2018-06","3.214469563","A","A"
"1","23","2018-06","2.433066852","A","A"
"1","25","2018-06","4.095072717","A","A"
"2","Total","2018-06","2.125283243","A","A"
"2","2","2018-06","1.643443712","A","A"
"2","10","2018-06","2.296136348","A","A"
"2","11","2018-06","2.050832487","A","A"
"2","24","2018-06","4.364112527","A","A"
"2","26","2018-06","3.460026933","A","B"
"3","Total","2018-06","2.392624419","A","A"
"3","12","2018-06","3.109615143","A","A"
"3","13","2018-06","2.075829131","A","A"
"3","19","2018-06","2.322050739","A","A"
"4","Total","2018-06","2.31318782","A","A"
"4","1","2018-06","2.31318782","A","A"
"5","Total","2018-06","1.726859999","A","A"
"5","8","2018-06","1.702779602","A","B"
"5","14","2018-06","2.930672995","A","B"
"5","15","2018-06","1.360676451","A","B"
"5","16","2018-06","0.96272249","A","C"
"5","17","2018-06","1.85521995","A","A"
"5","18","2018-06","1.016677473","A","A"
"5","20","2018-06","1.787398421","A","A"
"6","Total","2018-06","1.442745332","A","A"
"6","3","2018-06","1.609743707","A","A"
"6","4","2018-06","0.505606728","A","C"
"6","5","2018-06","1.211495325","A","A"
"6","6","2018-06","0.56491943","A","B"
"6","7","2018-06","0.76932372","A","B"
"6","9","2018-06","1.959754782","A","B"
"7","Total","2018-06","2.440634401","A","A"
"7","21","2018-06","2.440634401","A","A"
"Total","Total","2018-05","2.359569466","A","A"
"1","Total","2018-05","3.385136211","A","A"
"1","22","2018-05","3.299864811","A","A"
"1","23","2018-05","2.612899792","A","A"
"1","25","2018-05","4.086572517","A","A"
"2","Total","2018-05","2.174933012","A","A"
"2","2","2018-05","1.67404625","A","A"
"2","10","2018-05","2.296713702","A","A"
"2","11","2018-05","2.168383442","A","A"
"2","24","2018-05","4.471444365","A","A"
"2","26","2018-05","3.613928051","A","B"
"3","Total","2018-05","2.456677184","A","A"
"3","12","2018-05","3.215042219","A","A"
"3","13","2018-05","2.082499533","A","A"
"3","19","2018-05","2.39756243","A","A"
"4","Total","2018-05","2.380182613","A","A"
"4","1","2018-05","2.380182613","A","A"
"5","Total","2018-05","1.785623871","A","A"
"5","8","2018-05","1.549573211","A","B"
"5","14","2018-05","2.879985254","A","B"
"5","15","2018-05","1.295882334","A","B"
