"REGION","CANTON","PERIOD","VALUE","STATUS","OBS_COEF"
"3","19","2006-11","2.55661424","A",
"4","Total","2006-11","3.043475255","A",
"4","1","2006-11","3.043475255","A",
"5","Total","2006-11","2.224055202","A",
"5","8","2006-11","1.954872593","A",
"5","14","2006-11","2.612418602","A",
"5","15","2006-11","1.792419412","A",
"5","16","2006-11","0.972814499","A",
"5","17","2006-11","2.275826553","A",
"5","18","2006-11","2.033758425","A",
"5","20","2006-11","2.375457905","A",
"6","Total","2006-11","2.167593343","A",
"6","3","2006-11","2.539509074","A",
"6","4","2006-11","1.171986118","A",
"6","5","2006-11","1.80895221","A",
"6","6","2006-11","1.344959252","A",
"6","7","2006-11","1.543298085","A",
"6","9","2006-11","2.176387404","A",
"7","Total","2006-11","5.009124026","A",
"7","21","2006-11","5.009124026","A",
"Total","Total","2006-10","3.110346421","A",
"1","Total","2006-10","4.968625833","A",
"1","22","2006-10","4.507420699","A",
"1","23","2006-10","3.165881737","A",
"1","25","2006-10","6.789090662","A",
"2","Total","2006-10","2.664591894","A",
"2","2","2006-10","2.37151279","A",
"2","10","2006-10","2.873784576","A",
"2","11","2006-10","2.637208672","A",
"2","24","2006-10","3.86416319","A",
"2","26","2006-10","3.449991221","A",
"3","Total","2006-10","2.728842769","A",
"3","12","2006-10","3.502240043","A",
"3","13","2006-10","2.511195266","A",
"3","19","2006-10","2.580760948","A",
"4","Total","2006-10","3.03227635","A",
"4","1","2006-10","3.03227635","A",
"5","Total","2006-10","2.211106085","A",
"5","8","2006-10","1.984049796","A",
"5","14","2006-10","2.550889607","A",
"5","15","2006-10","1.884520014","A",
"5","16","2006-10","0.866204691","A",
"5","17","2006-10","2.316201463","A",
"5","18","2006-10","1.832347566","A",
"5","20","2006-10","2.402891862","A",
"6","Total","2006-10","2.172407245","A",
"6","3","2006-10","2.503434995","A",
"6","4","2006-10","1.171986118","A",
"6","5","2006-10","1.863641463","A",
"6","6","2006-10","1.310765373","A",
"6","7","2006-10","1.519481757","A",
"6","9","2006-10","2.276411548","A",
"7","Total","2006-10","4.728332963","A",
"7","21","2006-10","4.728332963","A",
"Total","Total","2006-09","3.087822917","A",
"1","Total","2006-09","4.888724841","A",
"1","22","2006-09","4.471654675","A",
"1","23","2006-09","2.810483168","A",
"1","25","2006-09","6.814482305","A",
"2","Total","2006-09","2.633935143","A",
"2","2","2006-09","2.287211876","A",
"2","10","2006-09","2.920947343","A",
"2","11","2006-09","2.716302334","A",
"2","24","2006-09","3.861845155","A",
"2","26","2006-09","3.452917423","A",
"3","Total","2006-09","2.786472334","A",
"3","12","2006-09","3.54008551","A",
"3","13","2006-09","2.566631629","A",
"3","19","2006-09","2.645696013","A",
"4","Total","2006-09","3.073892034","A",
"4","1","2006-09","3.073892034","A",
"5","Total","2006-09","2.158600076","A",
"5","8","2006-09","2.032678467","A",
"5","14","2006-09","2.522688817","A",
"5","15","2006-09","1.845554375","A",
"5","16","2006-09","0.972814499","A",
"5","17","2006-09","2.347512617","A",
"5","18","2006-09","1.388261186","A",
"5","20","2006-09","2.470669873","A",
"6","Total","2006-09","2.161709684","A",
"6","3","2006-09","2.475848934","A",
"6","4","2006-09","1.086647323","A",
"6","5","2006-09","1.845411712","A",
"6","6","2006-09","1.282270474","A",
"6","7","2006-09","1.462322568","A",
"6","9","2006-09","2.374711137","A",
"7","Total","2006-09","4.500737329","A",
"7","21","2006-09","4.500737329","A",
"Total","Total","2006-08","3.118175176","A",
"1","Total","2006-08","4.92925433","A",
"1","22","2006-08","4.551001148","A",
"1","23","2006-08","2.702918774","A",
"1","25","2006-08","6.888843547","A",
"2","Total","2006-08","2.633713794","A",
"2","2","2006-08","2.231775901","A",
"2","10","2006-08","2.97204034","A",
"2","11","2006-08","2.742666888","A",
"2","24","2006-08","3.975428836","A",
"2","26","2006-08","3.716275531","A",
"3","Total","2006-08","2.860488581","A",
"3","12","2006-08","3.575885277","A",
"3","13","2006-08","2.653025961","A",
"3","19","2006-08","2.726293807","A",
"4","Total","2006-08","3.11758159","A",
"4","1","2006-08","3.11758159","A",
"5","Total","2006-08","2.185562621","A",
"5","8","2006-08","2.110484342","A",
"5","14","2006-08","2.668820182","A",
"5","15","2006-08","1.912858661","A",
"5","16","2006-08","1.039445629","A",
"5","17","2006-08","2.367288083","A",
"5","18","2006-08","1.346996522","A",
"5","20","2006-08","2.510207046","A",
"6","Total","2006-08","2.202895295","A",
"6","3","2006-08","2.541631079","A",
"6","4","2006-08","0.944415998","A",
"6","5","2006-08","1.870652906","A",
"6","6","2006-08","1.322163333","A",
"6","7","2006-08","1.490902163","A",
"6","9","2006-08","2.416100438","A",
"7","Total","2006-08","4.430707903","A",
"7","21","2006-08","4.430707903","A",
"Total","Total","2006-07","3.083997215","A",
"1","Total","2006-07","4.890896064","A",
"1","22","2006-07","4.529361201","A",
"1","23","2006-07","2.537938252","A",
"1","25","2006-07","6.904259902","A",
"2","Total","2006-07","2.580700855","A",
"2","2","2006-07","2.193161877","A",
"2","10","2006-07","2.80225438","A",
"2","11","2006-07","2.769031442","A",
"2","24","2006-07","3.89661567","A",
"2","26","2006-07","3.634341897","A",
"3","Total","2006-07","2.85496498","A",
"3","12","2006-07","3.599410838","A",
"3","13","2006-07","2.73582053","A",
"3","19","2006-07","2.671474254","A",
"4","Total","2006-07","3.130439592","A",
"4","1","2006-07","3.130439592","A",
"5","Total","2006-07","2.154342832","A",
"5","8","2006-07","2.144524412","A",
"5","14","2006-07","2.54576219","A",
"5","15","2006-07","1.760538434","A",
"5","16","2006-07","0.746268657","A",
"5","17","2006-07","2.343392728","A",
"5","18","2006-07","1.410858502","A",
"5","20","2006-07","2.448077202","A",
"6","Total","2006-07","2.115442732","A",
"6","3","2006-07","2.452506883","A",
"6","4","2006-07","0.733913637","A",
"6","5","2006-07","1.755665246","A",
"6","6","2006-07","1.299367413","A",
"6","7","2006-07","1.462322568","A",
"6","9","2006-07","2.364363812","A",
"7","Total","2006-07","4.319603526","A",
"7","21","2006-07","4.319603526","A",
"Total","Total","2006-06","3.112170597","A",
"1","Total","2006-06","4.926214618","A",
"1","22","2006-06","4.568733883","A",
"1","23","2006-06","2.727629513","A",
"1","25","2006-06","6.837153415","A",
"2","Total","2006-06","2.59586322","A",
"2","2","2006-06","2.23196706","A",
"2","10","2006-06","2.78417532","A",
"2","11","2006-06","2.756979074","A",
"2","24","2006-06","3.894297636","A",
"2","26","2006-06","3.561186867","A",
"3","Total","2006-06","2.867485142","A",
"3","12","2006-06","3.549291165","A",
"3","13","2006-06","2.712062089","A",
"3","19","2006-06","2.720420283","A",
"4","Total","2006-06","3.196388699","A",
"4","1","2006-06","3.196388699","A",
"5","Total","2006-06","2.193190184","A",
"5","8","2006-06","2.173701614","A",
"5","14","2006-06","2.612418602","A",
"5","15","2006-06","1.792419412","A",
"5","16","2006-06","0.972814499","A",
"5","17","2006-06","2.327737151","A",
"5","18","2006-06","1.62700674","A",
"5","20","2006-06","2.4311327","A",
"6","Total","2006-06","2.115442732","A",
"6","3","2006-06","2.474787932","A",
"6","4","2006-06","0.768049155","A",
"6","5","2006-06","1.731826341","A",
"6","6","2006-06","1.333561293","A",
"6","7","2006-06","1.433742974","A",
"6","9","2006-06","2.310902632","A",
"7","Total","2006-06","4.29738265","A",
"7","21","2006-06","4.29738265","A",
"Total","Total","2006-05","3.280628165","A",
"1","Total","2006-05","5.15839069","A",
"1","22","2006-05","4.751471216","A",
"1","23","2006-05","3.277806849","A",
"1","25","2006-05","6.945521322","A",
"2","Total","2006-05","2.740846414","A",
"2","2","2006-05","2.391010961","A",
"2","10","2006-05","2.848631101","A",
"2","11","2006-05","2.89030839","A",
"2","24","2006-05","4.077422346","A",
"2","26","2006-05","3.739685141","A",
"3","Total","2006-05","2.986794912","A",
"3","12","2006-05","3.66691897","A",
"3","13","2006-05","2.812135524","A",
"3","19","2006-05","2.848985186","A",
"4","Total","2006-05","3.332711172","A",
"4","1","2006-05","3.332711172","A",
"5","Total","2006-05","2.412438248","A",
"5","8","2006-05","2.295273293","A",
"5","14","2006-05","2.92006358","A",
"5","15","2006-05","1.820758059","A",
"5","16","2006-05","1.012793177","A",
"5","17","2006-05","2.469049336","A",
"5","18","2006-05","2.1349551","A",
"5","20","2006-05","2.608646538","A",
"6","Total","2006-05","2.271627126","A",
"6","3","2006-05","2.630755275","A",
"6","4","2006-05","0.961483757","A",
"6","5","2006-05","1.911319273","A",
"6","6","2006-05","1.493132729","A",
"6","7","2006-05","1.619510336","A",
"6","9","2006-05","2.416100438","A",
"7","Total","2006-05","4.486596772","A",
"7","21","2006-05","4.486596772","A",
"Total","Total","2006-04","3.454786283","A",
"1","Total","2006-04","5.341207634","A",
"1","22","2006-04","4.946230742","A",
"1","23","2006-04","3.5430839","A",
"1","25","2006-04","7.058876873","A",
"2","Total","2006-04","2.948139179","A",
"2","2","2006-04","2.616004557","A",
"2","10","2006-04","3.020775199","A",
"2","11","2006-04","3.085406089","A",
"2","24","2006-04","4.239684747","A",
"2","26","2006-04","3.967928835","A",
"3","Total","2006-04","3.132249726","A",
"3","12","2006-04","3.864329112","A",
"3","13","2006-04","2.884850754","A",
"3","19","2006-04","3.010833388","A",
"4","Total","2006-04","3.49972694","A",
"4","1","2006-04","3.49972694","A",
"5","Total","2006-04","2.541219878","A",
"5","8","2006-04","2.499513713","A",
"5","14","2006-04","2.9892837","A",
"5","15","2006-04","1.817215728","A",
"5","16","2006-04","1.172707889","A",
"5","17","2006-04","2.602533732","A",
"5","18","2006-04","2.160499892","A",
"5","20","2006-04","2.847483338","A",
"6","Total","2006-04","2.44439274","A",
"6","3","2006-04","2.82916271","A",
"6","4","2006-04","1.183364624","A",
"6","5","2006-04","2.048743549","A",
"6","6","2006-04","1.618510287","A",
"6","7","2006-04","1.71477565","A",
"6","9","2006-04","2.576483979","A",
"7","Total","2006-04","4.734393202","A",
"7","21","2006-04","4.734393202","A",
"Total","Total","2006-03","3.629324437","A",
"1","Total","2006-03","5.493193217","A",
"1","22","2006-03","5.1460997","A",
"1","23","2006-03","3.68408047","A",
"1","25","2006-03","7.145480514","A",
"2","Total","2006-03","3.11282238","A",
"2","2","2006-03","2.76969602","A",
"2","10","2006-03","3.167765821","A",
"2","11","2006-03","3.243593413","A",
"2","24","2006-03","4.487714418","A",
"2","26","2006-03","4.181541523","A",
"3","Total","2006-03","3.29040882","A",
"3","12","2006-03","4.059693554","A",
"3","13","2006-03","3.017322064","A",
"3","19","2006-03","3.168765907","A",
"4","Total","2006-03","3.740157752","A",
"4","1","2006-03","3.740157752","A",
"5","Total","2006-03","2.609690552","A",
"5","8","2006-03","2.650262595","A",
"5","14","2006-03","3.250781931","A",
"5","15","2006-03","1.888062345","A",
"5","16","2006-03","1.385927505","A",
"5","17","2006-03","2.783396848","A",
"5","18","2006-03","1.785187951","A",
"5","20","2006-03","2.976584311","A",
"6","Total","2006-03","2.60164689","A",
"6","3","2006-03","3.026509143","A",
"6","4","2006-03","1.268703419","A",
"6","5","2006-03","2.190374691","A",
"6","6","2006-03","1.709693965","A",
"6","7","2006-03","1.810040964","A",
"6","9","2006-03","2.686855448","A",
"7","Total","2006-03","5.258940536","A",
"7","21","2006-03","5.258940536","A",
"Total","Total","2006-02","3.802874496","A",
"1","Total","2006-02","5.739120365","A",
"1","22","2006-02","5.307197086","A",
"1","23","2006-02","4.375254375","A",
"1","25","2006-02","7.241606021","A",
"2","Total","2006-02","3.258912316","A",
"2","2","2006-02","2.923769799","A",
"2","10","2006-02","3.376854086","A",
"2","11","2006-02","3.379935821","A",
"2","24","2006-02","4.537552156","A",
"2","26","2006-02","4.251770352","A",
"3","Total","2006-02","3.415058071","A",
"3","12","2006-02","4.168115705","A",
"3","13","2006-02","3.156992901","A",
"3","19","2006-02","3.291783593","A",
"4","Total","2006-02","3.864313514","A",
"4","1","2006-02","3.864313514","A",
"5","Total","2006-02","2.763306105","A",
"5","8","2006-02","2.728068469","A",
"5","14","2006-02","3.540480952","A",
"5","15","2006-02","2.047467233","A",
"5","16","2006-02","1.612473348","A",
"5","17","2006-02","2.872798434","A",
"5","18","2006-02","2.069128137","A",
"5","20","2006-02","3.112947214","A",
"6","Total","2006-02","2.76157543","A",
"6","3","2006-02","3.162847942","A",
"6","4","2006-02","1.228878648","A",
"6","5","2006-02","2.35444245","A",
"6","6","2006-02","1.817974583","A",
"6","7","2006-02","1.962465466","A",
"6","9","2006-02","2.997275204","A",
"7","Total","2006-02","5.792241548","A",
"7","21","2006-02","5.792241548","A",
"Total","Total","2006-01","3.906877852","A",
"1","Total","2006-01","5.938149105","A",
"1","22","2006-01","5.39345632","A",
"1","23","2006-01","4.995929996","A",
"1","25","2006-01","7.347706817","A",
"2","Total","2006-01","3.348890436","A",
"2","2","2006-01","2.991822238","A",
"2","10","2006-01","3.5356354","A",
"2","11","2006-01","3.462795848","A",
"2","24","2006-01","4.608252202","A",
"2","26","2006-01","4.497571253","A",
"3","Total","2006-01","3.450593235","A",
"3","12","2006-01","4.088333367","A",
"3","13","2006-01","3.125314979","A",
"3","19","2006-01","3.394570254","A",
"4","Total","2006-01","3.962061981","A",
"4","1","2006-01","3.962061981","A",
"5","Total","2006-01","2.866012115","A",
"5","8","2006-01","2.776697141","A",
"5","14","2006-01","3.58406399","A",
"5","15","2006-01","2.355650018","A",
"5","16","2006-01","1.692430704","A",
"5","17","2006-01","2.957256154","A",
"5","18","2006-01","2.19881708","A",
"5","20","2006-01","3.211386706","A",
"6","Total","2006-01","2.846621042","A",
"6","3","2006-01","3.209532045","A",
"6","4","2006-01","1.336974455","A",
"6","5","2006-01","2.445591205","A",
"6","6","2006-01","1.909158261","A",
"6","7","2006-01","2.176812423","A",
"6","9","2006-01","3.143862312","A",
"7","Total","2006-01","5.873044731","A",
"7","21","2006-01","5.873044731","A",
"Total","Total","2005-12","3.845058561","A",
"1","Total","2005-12","5.838996606","A",
"1","22","2005-12","5.232960044","A",
"1","23","2005-12","5.00537822","A",
"1","25","2005-12","7.273345576","A",
"2","Total","2005-12","3.274074681","A",
"2","2","2005-12","2.987043274","A",
"2","10","2005-12","3.276240184","A",
"2","11","2005-12","3.357337632","A",
"2","24","2005-12","4.516689847","A",
"2","26","2005-12","4.19909873","A",
"3","Total","2005-12","3.39830315","A",
"3","12","2005-12","4.066853507","A",
"3","13","2005-12","3.24770695","A",
"3","19","2005-12","3.253279384","A",
"4","Total","2005-12","3.939525913","A",
"4","1","2005-12","3.939525913","A",
"5","Total","2005-12","2.838517415","A",
"5","8","2005-12","2.689165532","A",
"5","14","2005-12","3.412295544","A",
"5","15","2005-12","2.274176408","A",
"5","16","2005-12","1.759061834","A",
"5","17","2005-12","2.955608199","A",
"5","18","2005-12","2.185062192","A",
"5","20","2005-12","3.183952749","A",
"6","Total","2005-12","2.782703113","A",
"6","3","2005-12","3.16178694","A",
"6","4","2005-12","1.154918359","A",
"6","5","2005-12","2.382488221","A",
"6","6","2005-12","1.857867442","A",
"6","7","2005-12","2.210155282","A",
"6","9","2005-12","3.023143517","A",
"7","Total","2005-12","5.712785084","A",
"7","21","2005-12","5.712785084","A",
"Total","Total","2005-11","3.718329014","A",
"1","Total","2005-11","5.610728735","A",
"1","22","2005-11","5.134979172","A",
"1","23","2005-11","4.109977324","A",
"1","25","2005-11","7.264730554","A",
"2","Total","2005-11","3.122451035","A",
"2","2","2005-11","2.870436568","A",
"2","10","2005-11","3.013700784","A",
"2","11","2005-11","3.2857767","A",
"2","24","2005-11","4.282568382","A",
"2","26","2005-11","3.821618775","A",
"3","Total","2005-11","3.271444458","A",
"3","12","2005-11","3.893991776","A",
"3","13","2005-11","3.097236821","A",
"3","19","2005-11","3.151797951","A",
"4","Total","2005-11","3.881457517","A",
"4","1","2005-11","3.881457517","A",
"5","Total","2005-11","2.793106812","A",
"5","8","2005-11","2.582182455","A",
"5","14","2005-11","3.250781931","A",
"5","15","2005-11","2.192702798","A",
"5","16","2005-11","1.505863539","A",
"5","17","2005-11","2.837367391","A",
"5","18","2005-11","2.498477137","A",
"5","20","2005-11","3.054044895","A",
"6","Total","2005-11","2.718785185","A",
"6","3","2005-11","3.104492814","A",
"6","4","2005-11","1.103715082","A",
"6","5","2005-11","2.30676464","A",
"6","6","2005-11","1.857867442","A",
"6","7","2005-11","2.15775936","A",
"6","9","2005-11","2.924843928","A",
"7","Total","2005-11","5.409099785","A",
"7","21","2005-11","5.409099785","A",
"Total","Total","2005-10","3.650023765","A",
"1","Total","2005-10","5.47553394","A",
"1","22","2005-10","5.075469316","A",
"1","23","2005-10","3.698616199","A",
"1","25","2005-10","7.187648779","A",
"2","Total","2005-10","3.087920686","A",
"2","2","2005-10","2.820926507","A",
"2","10","2005-10","3.016844968","A",
"2","11","2005-10","3.248113051","A",
"2","24","2005-10","4.296476588","A",
"2","26","2005-10","3.766020952","A",
"3","Total","2005-10","3.255241897","A",
"3","12","2005-10","3.851032056","A",
"3","13","2005-10","3.129634696","A",
"3","19","2005-10","3.122104027","A",
"4","Total","2005-10","3.87399158","A",
"4","1","2005-10","3.87399158","A",
"5","Total","2005-10","2.73634356","A",
"5","8","2005-10","2.421707839","A",
"5","14","2005-10","3.271291596","A",
"5","15","2005-10","2.185618137","A",
"5","16","2005-10","1.585820896","A",
"5","17","2005-10","2.843959213","A",
"5","18","2005-10","2.233204299","A",
"5","20","2005-10","3.017735246","A",
"6","Total","2005-10","2.674122867","A",
"6","3","2005-10","3.057808712","A",
"6","4","2005-10","1.103715082","A",
"6","5","2005-10","2.277316581","A",
"6","6","2005-10","1.703994985","A",
"6","7","2005-10","1.948175669","A",
"6","9","2005-10","2.947263132","A",
"7","Total","2005-10","4.856271337","A",
"7","21","2005-10","4.856271337","A",
"Total","Total","2005-09","3.616124498","A",
"1","Total","2005-09","5.370736262","A",
"1","22","2005-09","5.052326595","A",
"1","23","2005-09","3.38391767","A",
"1","25","2005-09","7.090616427","A",
"2","Total","2005-09","3.059145396","A",
"2","2","2005-09","2.760902727","A",
"2","10","2005-09","2.96182174","A",
"2","11","2005-09","3.293309429","A",
"2","24","2005-09","4.290681502","A",
"2","26","2005-09","3.967928835","A",
"3","Total","2005-09","3.297957741","A",
"3","12","2005-09","3.916494487","A",
"3","13","2005-09","3.108036113","A",
"3","19","2005-09","3.186712785","A",
"4","Total","2005-09","3.905237908","A",
"4","1","2005-09","3.905237908","A",
"5","Total","2005-09","2.675145678","A",
"5","8","2005-09","2.343901965","A",
"5","14","2005-09","3.107214275","A",
"5","15","2005-09","2.185618137","A",
"5","16","2005-09","1.452558635","A",
"5","17","2005-09","2.920589144","A",
"5","18","2005-09","1.786170443","A",
"5","20","2005-09","3.029031581","A",
"6","Total","2005-09","2.673587989","A",
"6","3","2005-09","3.07955926","A",
"6","4","2005-09","1.143539853","A",
"6","5","2005-09","2.280121158","A",
"6","6","2005-09","1.384852111","A",
"6","7","2005-09","1.800514433","A",
"6","9","2005-09","3.00762253","A",
"7","Total","2005-09","4.543159","A",
"7","21","2005-09","4.543159","A",
"Total","Total","2005-08","3.606775597","A",
"1","Total","2005-08","5.346997561","A",
"1","22","2005-08","5.128066411","A",
"1","23","2005-08","3.152799581","A",
"1","25","2005-08","7.046181051","A",
"2","Total","2005-08","3.046528538","A",
"2","2","2005-08","2.706231386","A",
"2","10","2005-08","3.051430997","A",
"2","11","2005-08","3.284270154","A",
"2","24","2005-08","4.257070005","A",
"2","26","2005-08","4.257622754","A",
"3","Total","2005-08","3.316553862","A",
"3","12","2005-08","3.870466215","A",
"3","13","2005-08","3.216748981","A",
"3","19","2005-08","3.18508125","A",
"4","Total","2005-08","3.886849582","A",
"4","1","2005-08","3.886849582","A",
"5","Total","2005-08","2.674436137","A",
"5","8","2005-08","2.53841665","A",
"5","14","2005-08","3.173870687","A",
"5","15","2005-08","2.160821821","A",
"5","16","2005-08","1.479211087","A",
"5","17","2005-08","2.891337934","A",
"5","18","2005-08","1.788135427","A",
"5","20","2005-08","3.032259106","A",
"6","Total","2005-08","2.682948355","A",
"6","3","2005-08","3.093882791","A",
"6","4","2005-08","1.206121636","A",
"6","5","2005-08","2.231041059","A",
"6","6","2005-08","1.213882715","A",
"6","7","2005-08","1.833857293","A",
"6","9","2005-08","3.102473011","A",
"7","Total","2005-08","4.482556613","A",
"7","21","2005-08","4.482556613","A",
"Total","Total","2005-07","3.544525598","A",
"1","Total","2005-07","5.403738845","A",
"1","22","2005-07","5.098010928","A",
"1","23","2005-07","2.999447642","A",
"1","25","2005-07","7.364936861","A",
"2","Total","2005-07","2.958874576","A",
"2","2","2005-07","2.626518277","A",
"2","10","2005-07","2.928807804","A",
"2","11","2005-07","3.203669946","A",
"2","24","2005-07","4.149281409","A",
"2","26","2005-07","4.202024931","A",
"3","Total","2005-07","3.249350056","A",
"3","12","2005-07","3.970705562","A",
"3","13","2005-07","3.232587942","A",
"3","19","2005-07","3.026822424","A",
"4","Total","2005-07","3.817997055","A",
"4","1","2005-07","3.817997055","A",
"5","Total","2005-07","2.576342141","A",
"5","8","2005-07","2.280684692","A",
"5","14","2005-07","2.909808747","A",
"5","15","2005-07","2.192702798","A",
"5","16","2005-07","1.345948827","A",
"5","17","2005-07","2.824595736","A",
"5","18","2005-07","1.784205459","A",
"5","20","2005-07","2.846676457","A",
"6","Total","2005-07","2.565810059","A",
"6","3","2005-07","2.88857884","A",
"6","4","2005-07","1.223189395","A",
"6","5","2005-07","2.102030514","A",
"6","6","2005-07","1.384852111","A",
"6","7","2005-07","1.910069544","A",
"6","9","2005-07","3.088676577","A",
"7","Total","2005-07","4.34586456","A",
"7","21","2005-07","4.34586456","A",
"Total","Total","2005-06","3.563755451","A",
"1","Total","2005-06","5.557316658","A",
"1","22","2005-06","5.21402509","A",
"1","23","2005-06","3.168062097","A",
"1","25","2005-06","7.565802897","A",
"2","Total","2005-06","2.882730731","A",
"2","2","2005-06","2.55827468","A",
"2","10","2005-06","2.845486916","A",
"2","11","2005-06","3.184838122","A",
"2","24","2005-06","3.996291145","A",
"2","26","2005-06","4.003043249","A",
"3","Total","2005-06","3.231122175","A",
"3","12","2005-06","3.958431357","A",
"3","13","2005-06","3.212429265","A",
"3","19","2005-06","3.007570319","A",
"4","Total","2005-06","3.879660162","A",
"4","1","2005-06","3.879660162","A",
"5","Total","2005-06","2.616785958","A",
"5","8","2005-06","2.324450496","A",
"5","14","2005-06","2.963646618","A",
"5","15","2005-06","2.139567836","A",
"5","16","2005-06","1.172707889","A",
"5","17","2005-06","2.805232259","A",
"5","18","2005-06","2.012143601","A",
"5","20","2005-06","2.879758581","A",
"6","Total","2005-06","2.527833717","A",
"6","3","2005-06","2.805290158","A",
"6","4","2005-06","1.223189395","A",
"6","5","2005-06","2.149708324","A",
"6","6","2005-06","1.481734769","A",
"6","7","2005-06","1.824330761","A",
"6","9","2005-06","3.057634601","A",
"7","Total","2005-06","4.314216647","A",
"7","21","2005-06","4.314216647","A",
"Total","Total","2005-05","3.683061616","A",
"1","Total","2005-05","5.713210442","A",
"1","22","2005-05","5.319820388","A",
"1","23","2005-05","3.72478051","A",
"1","25","2005-05","7.547212587","A",
"2","Total","2005-05","3.008567289","A",
"2","2","2005-05","2.686542057","A",
"2","10","2005-05","2.977542663","A",
"2","11","2005-05","3.291049611","A",
"2","24","2005-05","4.136532221","A",
"2","26","2005-05","4.108386493","A",
"3","Total","2005-05","3.301087781","A",
"3","12","2005-05","3.964568459","A",
"3","13","2005-05","3.241947328","A",
"3","19","2005-05","3.116230503","A",
"4","Total","2005-05","3.960126368","A",
"4","1","2005-05","3.960126368","A",
"5","Total","2005-05","2.801443915","A",
"5","8","2005-05","2.460610776","A",
"5","14","2005-05","3.117469107","A",
"5","15","2005-05","2.125398512","A",
"5","16","2005-05","1.226012793","A",
"5","17","2005-05","2.9222371","A",
"5","18","2005-05","2.578058989","A",
"5","20","2005-05","2.954798522","A",
"6","Total","2005-05","2.602984085","A",
"6","3","2005-05","2.873194307","A",
"6","4","2005-05","1.388177732","A",
"6","5","2005-05","2.225431905","A",
"6","6","2005-05","1.504530689","A",
"6","7","2005-05","1.843383824","A",
"6","9","2005-05","3.164556962","A",
"7","Total","2005-05","4.456295578","A",
"7","21","2005-05","4.456295578","A",
"Total","Total","2005-04","3.817366559","A",
"1","Total","2005-04","5.850721208","A",
"1","22","2005-04","5.513377695","A",
"1","23","2005-04","3.959532531","A",
"1","25","2005-04","7.53950441","A",
"2","Total","2005-04","3.152443742","A",
"2","2","2005-04","2.843292056","A",
"2","10","2005-04","3.100165856","A",
"2","11","2005-04","3.36939","A",
"2","24","2005-04","4.308066759","A",
"2","26","2005-04","4.319072979","A",
"3","Total","2005-04","3.480052437","A",
"3","12","2005-04","4.088333367","A",
"3","13","2005-04","3.419775663","A",
"3","19","2005-04","3.313319846","A",
"4","Total","2005-04","4.075433612","A",
"4","1","2005-04","4.075433612","A",
"5","Total","2005-04","2.909116711","A",
"5","8","2005-04","2.441159308","A",
"5","14","2005-04","3.337948008","A",
"5","15","2005-04","2.086432873","A",
"5","16","2005-04","1.452558635","A",
"5","17","2005-04","3.032650118","A",
"5","18","2005-04","2.649780904","A",
"5","20","2005-04","3.098423354","A",
"6","Total","2005-04","2.729482746","A",
"6","3","2005-04","3.019612628","A",
"6","4","2005-04","1.456448768","A",
"6","5","2005-04","2.31658066","A",
"6","6","2005-04","1.675500085","A",
"6","7","2005-04","1.900543012","A",
"6","9","2005-04","3.29907219","A",
"7","Total","2005-04","4.567399956","A",
"7","21","2005-04","4.567399956","A",
"Total","Total","2005-03","3.944298792","A",
"1","Total","2005-03","5.95522939","A",
"1","22","2005-03","5.65824512","A",
"1","23","2005-03","4.179748823","A",
"1","25","2005-03","7.510938811","A",
"2","Total","2005-03","3.304620758","A",
"2","2","2005-03","2.975573762","A",
"2","10","2005-03","3.225147187","A",
"2","11","2005-03","3.571267156","A",
"2","24","2005-03","4.469170144","A",
"2","26","2005-03","4.661438521","A",
"3","Total","2005-03","3.632319691","A",
"3","12","2005-03","4.209029724","A",
"3","13","2005-03","3.540007775","A",
"3","19","2005-03","3.490178164","A",
"4","Total","2005-03","4.250191833","A",
"4","1","2005-03","4.250191833","A",
"5","Total","2005-03","2.913373955","A",
"5","8","2005-03","2.650262595","A",
"5","14","2005-03","3.455878583","A",
"5","15","2005-03","2.146652497","A",
"5","16","2005-03","1.505863539","A",
"5","17","2005-03","3.161602637","A",
"5","18","2005-03","2.107445324","A",
"5","20","2005-03","3.22187616","A",
"6","Total","2005-03","2.851167505","A",
"6","3","2005-03","3.183006987","A",
"6","4","2005-03","1.553166069","A",
"6","5","2005-03","2.399315683","A",
"6","6","2005-03","1.738188864","A",
"6","7","2005-03","1.99104506","A",
"6","9","2005-03","3.369778912","A",
"7","Total","2005-03","4.798362389","A",
"7","21","2005-03","4.798362389","A",
"Total","Total","2005-02","4.065150439","A",
"1","Total","2005-02","6.174088629","A",
"1","22","2005-02","5.799505888","A",
"1","23","2005-02","4.881097738","A",
"1","25","2005-02","7.54585232","A",
"2","Total","2005-02","3.37855112","A",
"2","2","2005-02","3.031009738","A",
"2","10","2005-02","3.34777038","A",
"2","11","2005-02","3.67371228","A",
"2","24","2005-02","4.573481688","A",
"2","26","2005-02","4.649733716","A",
"3","Total","2005-02","3.717199019","A",
"3","12","2005-02","4.454513839","A",
"3","13","2005-02","3.576005414","A",
"3","19","2005-02","3.545976636","A",
"4","Total","2005-02","4.346834235","A",
"4","1","2005-02","4.346834235","A",
"5","Total","2005-02","2.959494098","A",
"5","8","2005-02","2.630811126","A",
"5","14","2005-02","3.558426909","A",
"5","15","2005-02","2.2387531","A",
"5","16","2005-02","1.532515991","A",
"5","17","2005-02","3.209805335","A",
"5","18","2005-02","2.1103928","A",
"5","20","2005-02","3.283199122","A",
